CenterPos,HKU9,Eidolon_helvum,Alternate,Alternate_ID,Query
14581,0.84,0.98,0.62,Pteropus_rufus,Rousettus_madagascariensis
14601,0.84,0.98,0.64,Pteropus_rufus,Rousettus_madagascariensis
14621,0.81,0.98,0.63,Pteropus_rufus,Rousettus_madagascariensis
14641,0.83,0.97,0.62,Pteropus_rufus,Rousettus_madagascariensis
14661,0.85,0.97,0.64,Pteropus_rufus,Rousettus_madagascariensis
14681,0.81,0.97,0.67,Pteropus_rufus,Rousettus_madagascariensis
14701,0.8,0.96,0.69,Pteropus_rufus,Rousettus_madagascariensis
14721,0.77,0.95,0.67,Pteropus_rufus,Rousettus_madagascariensis
14741,0.73,0.95,0.69,Pteropus_rufus,Rousettus_madagascariensis
14761,0.74,0.95,0.67,Pteropus_rufus,Rousettus_madagascariensis
14781,0.75,0.95,0.72,Pteropus_rufus,Rousettus_madagascariensis
14801,0.76,0.96,0.73,Pteropus_rufus,Rousettus_madagascariensis
14821,0.76,0.96,0.73,Pteropus_rufus,Rousettus_madagascariensis
14841,0.75,0.97,0.74,Pteropus_rufus,Rousettus_madagascariensis
14861,0.74,0.97,0.72,Pteropus_rufus,Rousettus_madagascariensis
14881,0.77,0.97,0.72,Pteropus_rufus,Rousettus_madagascariensis
14901,0.78,0.98,0.69,Pteropus_rufus,Rousettus_madagascariensis
14921,0.81,0.98,0.7,Pteropus_rufus,Rousettus_madagascariensis
14941,0.83,0.98,0.7,Pteropus_rufus,Rousettus_madagascariensis
14961,0.81,0.97,0.73,Pteropus_rufus,Rousettus_madagascariensis
14981,0.8,0.97,0.7,Pteropus_rufus,Rousettus_madagascariensis
15001,0.79,0.97,0.68,Pteropus_rufus,Rousettus_madagascariensis
15021,0.82,0.97,0.73,Pteropus_rufus,Rousettus_madagascariensis
15041,0.83,0.97,0.74,Pteropus_rufus,Rousettus_madagascariensis
15061,0.82,0.98,0.77,Pteropus_rufus,Rousettus_madagascariensis
15081,0.8,0.98,0.75,Pteropus_rufus,Rousettus_madagascariensis
15101,0.77,0.98,0.74,Pteropus_rufus,Rousettus_madagascariensis
15121,0.75,0.97,0.75,Pteropus_rufus,Rousettus_madagascariensis
15141,0.77,0.97,0.76,Pteropus_rufus,Rousettus_madagascariensis
15161,0.76,0.97,0.72,Pteropus_rufus,Rousettus_madagascariensis
15181,0.79,0.96,0.75,Pteropus_rufus,Rousettus_madagascariensis
15201,0.79,0.96,0.75,Pteropus_rufus,Rousettus_madagascariensis
15221,0.79,0.96,0.74,Pteropus_rufus,Rousettus_madagascariensis
15241,0.79,0.96,0.75,Pteropus_rufus,Rousettus_madagascariensis
15261,0.8,0.96,0.75,Pteropus_rufus,Rousettus_madagascariensis
15281,0.78,0.96,0.72,Pteropus_rufus,Rousettus_madagascariensis
15301,0.81,0.95,0.74,Pteropus_rufus,Rousettus_madagascariensis
15321,0.77,0.96,0.7,Pteropus_rufus,Rousettus_madagascariensis
15341,0.7,0.96,0.65,Pteropus_rufus,Rousettus_madagascariensis
15361,0.72,0.96,0.63,Pteropus_rufus,Rousettus_madagascariensis
15381,0.68,0.97,0.62,Pteropus_rufus,Rousettus_madagascariensis
15401,0.64,0.96,0.6,Pteropus_rufus,Rousettus_madagascariensis
15421,0.65,0.96,0.62,Pteropus_rufus,Rousettus_madagascariensis
15441,0.67,0.96,0.61,Pteropus_rufus,Rousettus_madagascariensis
15461,0.67,0.96,0.58,Pteropus_rufus,Rousettus_madagascariensis
15481,0.68,0.96,0.59,Pteropus_rufus,Rousettus_madagascariensis
15501,0.69,0.96,0.61,Pteropus_rufus,Rousettus_madagascariensis
15521,0.73,0.96,0.66,Pteropus_rufus,Rousettus_madagascariensis
15541,0.77,0.96,0.7,Pteropus_rufus,Rousettus_madagascariensis
15561,0.79,0.96,0.76,Pteropus_rufus,Rousettus_madagascariensis
15581,0.81,0.95,0.75,Pteropus_rufus,Rousettus_madagascariensis
15601,0.83,0.96,0.78,Pteropus_rufus,Rousettus_madagascariensis
15621,0.82,0.95,0.73,Pteropus_rufus,Rousettus_madagascariensis
15641,0.8,0.94,0.71,Pteropus_rufus,Rousettus_madagascariensis
15661,0.79,0.95,0.73,Pteropus_rufus,Rousettus_madagascariensis
15681,0.79,0.94,0.75,Pteropus_rufus,Rousettus_madagascariensis
15701,0.79,0.95,0.72,Pteropus_rufus,Rousettus_madagascariensis
15721,0.8,0.95,0.71,Pteropus_rufus,Rousettus_madagascariensis
15741,0.81,0.96,0.67,Pteropus_rufus,Rousettus_madagascariensis
15761,0.78,0.96,0.66,Pteropus_rufus,Rousettus_madagascariensis
15781,0.75,0.97,0.65,Pteropus_rufus,Rousettus_madagascariensis
15801,0.77,0.97,0.63,Pteropus_rufus,Rousettus_madagascariensis
15821,0.77,0.97,0.68,Pteropus_rufus,Rousettus_madagascariensis
15841,0.79,0.97,0.68,Pteropus_rufus,Rousettus_madagascariensis
15861,0.78,0.97,0.66,Pteropus_rufus,Rousettus_madagascariensis
15881,0.78,0.98,0.67,Pteropus_rufus,Rousettus_madagascariensis
15901,0.78,0.97,0.68,Pteropus_rufus,Rousettus_madagascariensis
15921,0.77,0.97,0.69,Pteropus_rufus,Rousettus_madagascariensis
15941,0.76,0.97,0.68,Pteropus_rufus,Rousettus_madagascariensis
15961,0.77,0.97,0.68,Pteropus_rufus,Rousettus_madagascariensis
15981,0.79,0.97,0.72,Pteropus_rufus,Rousettus_madagascariensis
16001,0.77,0.97,0.71,Pteropus_rufus,Rousettus_madagascariensis
16021,0.72,0.97,0.65,Pteropus_rufus,Rousettus_madagascariensis
16041,0.7,0.98,0.67,Pteropus_rufus,Rousettus_madagascariensis
16061,0.72,0.98,0.66,Pteropus_rufus,Rousettus_madagascariensis
16081,0.73,0.97,0.67,Pteropus_rufus,Rousettus_madagascariensis
16101,0.74,0.98,0.67,Pteropus_rufus,Rousettus_madagascariensis
16121,0.72,0.98,0.67,Pteropus_rufus,Rousettus_madagascariensis
16141,0.7,0.97,0.68,Pteropus_rufus,Rousettus_madagascariensis
16161,0.7,0.97,0.66,Pteropus_rufus,Rousettus_madagascariensis
16181,0.7,0.97,0.64,Pteropus_rufus,Rousettus_madagascariensis
16201,0.69,0.96,0.63,Pteropus_rufus,Rousettus_madagascariensis
16221,0.75,0.96,0.67,Pteropus_rufus,Rousettus_madagascariensis
16241,0.75,0.96,0.64,Pteropus_rufus,Rousettus_madagascariensis
16261,0.73,0.96,0.65,Pteropus_rufus,Rousettus_madagascariensis
16281,0.72,0.96,0.66,Pteropus_rufus,Rousettus_madagascariensis
16301,0.7,0.97,0.67,Pteropus_rufus,Rousettus_madagascariensis
16321,0.7,0.95,0.68,Pteropus_rufus,Rousettus_madagascariensis
16341,0.68,0.96,0.7,Pteropus_rufus,Rousettus_madagascariensis
16361,0.7,0.96,0.7,Pteropus_rufus,Rousettus_madagascariensis
16381,0.69,0.96,0.68,Pteropus_rufus,Rousettus_madagascariensis
16401,0.72,0.96,0.7,Pteropus_rufus,Rousettus_madagascariensis
16421,0.67,0.95,0.7,Pteropus_rufus,Rousettus_madagascariensis
16441,0.65,0.94,0.68,Pteropus_rufus,Rousettus_madagascariensis
16461,0.66,0.94,0.66,Pteropus_rufus,Rousettus_madagascariensis
16481,0.67,0.94,0.63,Pteropus_rufus,Rousettus_madagascariensis
16501,0.68,0.93,0.63,Pteropus_rufus,Rousettus_madagascariensis
16521,0.7,0.95,0.6,Pteropus_rufus,Rousettus_madagascariensis
16541,0.74,0.95,0.6,Pteropus_rufus,Rousettus_madagascariensis
16561,0.71,0.95,0.59,Pteropus_rufus,Rousettus_madagascariensis
16581,0.69,0.94,0.61,Pteropus_rufus,Rousettus_madagascariensis
16601,0.64,0.95,0.56,Pteropus_rufus,Rousettus_madagascariensis
16621,0.65,0.95,0.54,Pteropus_rufus,Rousettus_madagascariensis
16641,0.66,0.95,0.57,Pteropus_rufus,Rousettus_madagascariensis
16661,0.65,0.95,0.54,Pteropus_rufus,Rousettus_madagascariensis
16681,0.63,0.96,0.55,Pteropus_rufus,Rousettus_madagascariensis
16701,0.61,0.96,0.54,Pteropus_rufus,Rousettus_madagascariensis
16721,0.58,0.95,0.54,Pteropus_rufus,Rousettus_madagascariensis
16741,0.49,0.94,0.45,Pteropus_rufus,Rousettus_madagascariensis
16761,0.53,0.94,0.47,Pteropus_rufus,Rousettus_madagascariensis
16781,0.56,0.95,0.41,Pteropus_rufus,Rousettus_madagascariensis
16801,0.58,0.94,0.43,Pteropus_rufus,Rousettus_madagascariensis
16821,0.61,0.94,0.52,Pteropus_rufus,Rousettus_madagascariensis
16841,0.58,0.95,0.53,Pteropus_rufus,Rousettus_madagascariensis
16861,0.62,0.95,0.61,Pteropus_rufus,Rousettus_madagascariensis
16881,0.59,0.95,0.64,Pteropus_rufus,Rousettus_madagascariensis
16901,0.62,0.94,0.65,Pteropus_rufus,Rousettus_madagascariensis
16921,0.64,0.95,0.68,Pteropus_rufus,Rousettus_madagascariensis
16941,0.7,0.95,0.74,Pteropus_rufus,Rousettus_madagascariensis
16961,0.7,0.94,0.74,Pteropus_rufus,Rousettus_madagascariensis
16981,0.71,0.94,0.79,Pteropus_rufus,Rousettus_madagascariensis
17001,0.72,0.96,0.79,Pteropus_rufus,Rousettus_madagascariensis
17021,0.7,0.96,0.75,Pteropus_rufus,Rousettus_madagascariensis
17041,0.76,0.96,0.75,Pteropus_rufus,Rousettus_madagascariensis
17061,0.74,0.97,0.72,Pteropus_rufus,Rousettus_madagascariensis
17081,0.77,0.97,0.7,Pteropus_rufus,Rousettus_madagascariensis
17101,0.79,0.97,0.72,Pteropus_rufus,Rousettus_madagascariensis
17121,0.79,0.98,0.71,Pteropus_rufus,Rousettus_madagascariensis
17141,0.79,0.98,0.69,Pteropus_rufus,Rousettus_madagascariensis
17161,0.79,0.99,0.67,Pteropus_rufus,Rousettus_madagascariensis
17181,0.78,0.99,0.66,Pteropus_rufus,Rousettus_madagascariensis
17201,0.77,0.99,0.62,Pteropus_rufus,Rousettus_madagascariensis
17221,0.78,0.99,0.64,Pteropus_rufus,Rousettus_madagascariensis
17241,0.74,0.99,0.62,Pteropus_rufus,Rousettus_madagascariensis
17261,0.74,0.97,0.64,Pteropus_rufus,Rousettus_madagascariensis
17281,0.74,0.97,0.62,Pteropus_rufus,Rousettus_madagascariensis
17301,0.73,0.98,0.6,Pteropus_rufus,Rousettus_madagascariensis
17321,0.74,0.97,0.61,Pteropus_rufus,Rousettus_madagascariensis
17341,0.75,0.97,0.62,Pteropus_rufus,Rousettus_madagascariensis
17361,0.74,0.97,0.63,Pteropus_rufus,Rousettus_madagascariensis
17381,0.73,0.97,0.63,Pteropus_rufus,Rousettus_madagascariensis
17401,0.75,0.97,0.67,Pteropus_rufus,Rousettus_madagascariensis
17421,0.76,0.96,0.67,Pteropus_rufus,Rousettus_madagascariensis
17441,0.78,0.96,0.64,Pteropus_rufus,Rousettus_madagascariensis
17461,0.77,0.97,0.62,Pteropus_rufus,Rousettus_madagascariensis
17481,0.76,0.96,0.61,Pteropus_rufus,Rousettus_madagascariensis
17501,0.78,0.96,0.63,Pteropus_rufus,Rousettus_madagascariensis
17521,0.79,0.97,0.61,Pteropus_rufus,Rousettus_madagascariensis
17541,0.77,0.96,0.61,Pteropus_rufus,Rousettus_madagascariensis
17561,0.79,0.97,0.63,Pteropus_rufus,Rousettus_madagascariensis
17581,0.8,0.97,0.64,Pteropus_rufus,Rousettus_madagascariensis
17601,0.82,0.97,0.62,Pteropus_rufus,Rousettus_madagascariensis
17621,0.79,0.98,0.61,Pteropus_rufus,Rousettus_madagascariensis
17641,0.8,0.98,0.67,Pteropus_rufus,Rousettus_madagascariensis
17661,0.81,0.99,0.66,Pteropus_rufus,Rousettus_madagascariensis
17681,0.81,0.99,0.68,Pteropus_rufus,Rousettus_madagascariensis
17701,0.74,0.98,0.64,Pteropus_rufus,Rousettus_madagascariensis
17721,0.68,0.98,0.62,Pteropus_rufus,Rousettus_madagascariensis
17741,0.67,0.98,0.57,Pteropus_rufus,Rousettus_madagascariensis
17761,0.63,0.97,0.39,Pteropus_rufus,Rousettus_madagascariensis
17781,0.63,0.97,0.36,Pteropus_rufus,Rousettus_madagascariensis
17801,0.59,0.97,0.35,Pteropus_rufus,Rousettus_madagascariensis
17821,0.61,0.97,0.36,Pteropus_rufus,Rousettus_madagascariensis
17841,0.58,0.97,0.3,Pteropus_rufus,Rousettus_madagascariensis
17861,0.58,0.97,0.37,Pteropus_rufus,Rousettus_madagascariensis
17881,0.55,0.97,0.33,Pteropus_rufus,Rousettus_madagascariensis
17901,0.59,0.97,0.2,Pteropus_rufus,Rousettus_madagascariensis
17921,0.66,0.97,0.2,Pteropus_rufus,Rousettus_madagascariensis
17941,0.7,0.97,0.38,Pteropus_rufus,Rousettus_madagascariensis
17961,0.71,0.98,0.53,Pteropus_rufus,Rousettus_madagascariensis
17981,0.7,0.98,0.54,Pteropus_rufus,Rousettus_madagascariensis
18001,0.7,0.98,0.59,Pteropus_rufus,Rousettus_madagascariensis
18021,0.7,0.98,0.59,Pteropus_rufus,Rousettus_madagascariensis
18041,0.69,0.98,0.6,Pteropus_rufus,Rousettus_madagascariensis
18061,0.69,0.98,0.62,Pteropus_rufus,Rousettus_madagascariensis
18081,0.7,0.98,0.64,Pteropus_rufus,Rousettus_madagascariensis
18101,0.74,0.98,0.73,Pteropus_rufus,Rousettus_madagascariensis
18121,0.69,0.97,0.71,Pteropus_rufus,Rousettus_madagascariensis
18141,0.63,0.97,0.69,Pteropus_rufus,Rousettus_madagascariensis
18161,0.64,0.97,0.69,Pteropus_rufus,Rousettus_madagascariensis
18181,0.66,0.97,0.65,Pteropus_rufus,Rousettus_madagascariensis
18201,0.68,0.96,0.65,Pteropus_rufus,Rousettus_madagascariensis
18221,0.71,0.95,0.6,Pteropus_rufus,Rousettus_madagascariensis
18241,0.74,0.96,0.61,Pteropus_rufus,Rousettus_madagascariensis
18261,0.74,0.96,0.58,Pteropus_rufus,Rousettus_madagascariensis
18281,0.74,0.94,0.58,Pteropus_rufus,Rousettus_madagascariensis
18301,0.72,0.94,0.61,Pteropus_rufus,Rousettus_madagascariensis
18321,0.77,0.95,0.66,Pteropus_rufus,Rousettus_madagascariensis
18341,0.8,0.94,0.64,Pteropus_rufus,Rousettus_madagascariensis
18361,0.81,0.94,0.67,Pteropus_rufus,Rousettus_madagascariensis
18381,0.76,0.93,0.66,Pteropus_rufus,Rousettus_madagascariensis
18401,0.69,0.94,0.6,Pteropus_rufus,Rousettus_madagascariensis
18421,0.67,0.94,0.61,Pteropus_rufus,Rousettus_madagascariensis
18441,0.69,0.94,0.6,Pteropus_rufus,Rousettus_madagascariensis
18461,0.69,0.94,0.6,Pteropus_rufus,Rousettus_madagascariensis
18481,0.69,0.95,0.63,Pteropus_rufus,Rousettus_madagascariensis
18501,0.7,0.95,0.6,Pteropus_rufus,Rousettus_madagascariensis
18521,0.69,0.95,0.61,Pteropus_rufus,Rousettus_madagascariensis
18541,0.69,0.96,0.61,Pteropus_rufus,Rousettus_madagascariensis
18561,0.69,0.96,0.61,Pteropus_rufus,Rousettus_madagascariensis
18581,0.74,0.95,0.64,Pteropus_rufus,Rousettus_madagascariensis
18601,0.79,0.94,0.71,Pteropus_rufus,Rousettus_madagascariensis
18621,0.79,0.95,0.73,Pteropus_rufus,Rousettus_madagascariensis
18641,0.76,0.94,0.73,Pteropus_rufus,Rousettus_madagascariensis
18661,0.73,0.94,0.72,Pteropus_rufus,Rousettus_madagascariensis
18681,0.74,0.94,0.69,Pteropus_rufus,Rousettus_madagascariensis
18701,0.73,0.93,0.65,Pteropus_rufus,Rousettus_madagascariensis
18721,0.71,0.93,0.64,Pteropus_rufus,Rousettus_madagascariensis
18741,0.71,0.93,0.62,Pteropus_rufus,Rousettus_madagascariensis
18761,0.69,0.93,0.59,Pteropus_rufus,Rousettus_madagascariensis
18781,0.68,0.95,0.56,Pteropus_rufus,Rousettus_madagascariensis
18801,0.66,0.95,0.52,Pteropus_rufus,Rousettus_madagascariensis
18821,0.68,0.95,0.54,Pteropus_rufus,Rousettus_madagascariensis
18841,0.65,0.95,0.48,Pteropus_rufus,Rousettus_madagascariensis
18861,0.66,0.94,0.42,Pteropus_rufus,Rousettus_madagascariensis
18881,0.67,0.94,0.39,Pteropus_rufus,Rousettus_madagascariensis
18901,0.66,0.93,0.43,Pteropus_rufus,Rousettus_madagascariensis
18921,0.69,0.93,0.47,Pteropus_rufus,Rousettus_madagascariensis
18941,0.65,0.92,0.5,Pteropus_rufus,Rousettus_madagascariensis
18961,0.68,0.91,0.5,Pteropus_rufus,Rousettus_madagascariensis
18981,0.68,0.91,0.53,Pteropus_rufus,Rousettus_madagascariensis
19001,0.7,0.9,0.53,Pteropus_rufus,Rousettus_madagascariensis
19021,0.69,0.9,0.54,Pteropus_rufus,Rousettus_madagascariensis
19041,0.72,0.9,0.61,Pteropus_rufus,Rousettus_madagascariensis
19061,0.73,0.91,0.69,Pteropus_rufus,Rousettus_madagascariensis
19081,0.71,0.91,0.71,Pteropus_rufus,Rousettus_madagascariensis
19101,0.73,0.93,0.73,Pteropus_rufus,Rousettus_madagascariensis
19121,0.7,0.94,0.67,Pteropus_rufus,Rousettus_madagascariensis
19141,0.69,0.94,0.62,Pteropus_rufus,Rousettus_madagascariensis
19161,0.68,0.95,0.61,Pteropus_rufus,Rousettus_madagascariensis
19181,0.69,0.95,0.59,Pteropus_rufus,Rousettus_madagascariensis
19201,0.68,0.95,0.58,Pteropus_rufus,Rousettus_madagascariensis
19221,0.68,0.95,0.54,Pteropus_rufus,Rousettus_madagascariensis
19241,0.66,0.95,0.5,Pteropus_rufus,Rousettus_madagascariensis
19261,0.65,0.95,0.41,Pteropus_rufus,Rousettus_madagascariensis
19281,0.64,0.96,0.36,Pteropus_rufus,Rousettus_madagascariensis
19301,0.62,0.96,0.29,Pteropus_rufus,Rousettus_madagascariensis
19321,0.65,0.96,0.31,Pteropus_rufus,Rousettus_madagascariensis
19341,0.69,0.96,0.4,Pteropus_rufus,Rousettus_madagascariensis
19361,0.69,0.96,0.41,Pteropus_rufus,Rousettus_madagascariensis
19381,0.67,0.96,0.35,Pteropus_rufus,Rousettus_madagascariensis
19401,0.66,0.96,0.29,Pteropus_rufus,Rousettus_madagascariensis
19421,0.64,0.97,0.27,Pteropus_rufus,Rousettus_madagascariensis
19441,0.59,0.97,0.26,Pteropus_rufus,Rousettus_madagascariensis
19461,0.59,0.98,0.35,Pteropus_rufus,Rousettus_madagascariensis
19481,0.59,0.98,0.37,Pteropus_rufus,Rousettus_madagascariensis
19501,0.61,0.97,0.41,Pteropus_rufus,Rousettus_madagascariensis
19521,0.61,0.97,0.43,Pteropus_rufus,Rousettus_madagascariensis
19541,0.57,0.97,0.38,Pteropus_rufus,Rousettus_madagascariensis
19561,0.57,0.98,0.44,Pteropus_rufus,Rousettus_madagascariensis
19581,0.58,0.97,0.51,Pteropus_rufus,Rousettus_madagascariensis
19601,0.56,0.96,0.54,Pteropus_rufus,Rousettus_madagascariensis
19621,0.55,0.95,0.53,Pteropus_rufus,Rousettus_madagascariensis
19641,0.59,0.95,0.51,Pteropus_rufus,Rousettus_madagascariensis
19661,0.6,0.94,0.47,Pteropus_rufus,Rousettus_madagascariensis
19681,0.59,0.94,0.48,Pteropus_rufus,Rousettus_madagascariensis
19701,0.54,0.94,0.42,Pteropus_rufus,Rousettus_madagascariensis
19721,0.49,0.95,0.39,Pteropus_rufus,Rousettus_madagascariensis
19741,0.47,0.95,0.31,Pteropus_rufus,Rousettus_madagascariensis
19761,0.46,0.94,0.19,Pteropus_rufus,Rousettus_madagascariensis
19781,0.43,0.94,0.17,Pteropus_rufus,Rousettus_madagascariensis
19801,0.47,0.94,0.18,Pteropus_rufus,Rousettus_madagascariensis
19821,0.47,0.96,0.24,Pteropus_rufus,Rousettus_madagascariensis
19841,0.45,0.95,0.19,Pteropus_rufus,Rousettus_madagascariensis
19861,0.5,0.95,0.24,Pteropus_rufus,Rousettus_madagascariensis
19881,0.55,0.95,0.32,Pteropus_rufus,Rousettus_madagascariensis
19901,0.53,0.94,0.31,Pteropus_rufus,Rousettus_madagascariensis
19921,0.51,0.94,0.26,Pteropus_rufus,Rousettus_madagascariensis
19941,0.58,0.94,0.34,Pteropus_rufus,Rousettus_madagascariensis
19961,0.57,0.95,0.33,Pteropus_rufus,Rousettus_madagascariensis
19981,0.56,0.95,0.3,Pteropus_rufus,Rousettus_madagascariensis
20001,0.49,0.95,0.29,Pteropus_rufus,Rousettus_madagascariensis
20021,0.48,0.95,0.26,Pteropus_rufus,Rousettus_madagascariensis
20041,0.48,0.95,0.26,Pteropus_rufus,Rousettus_madagascariensis
20061,0.46,0.96,0.24,Pteropus_rufus,Rousettus_madagascariensis
20081,0.45,0.96,0.2,Pteropus_rufus,Rousettus_madagascariensis
20101,0.49,0.97,0.24,Pteropus_rufus,Rousettus_madagascariensis
20121,0.47,0.97,0.19,Pteropus_rufus,Rousettus_madagascariensis
20141,0.41,0.97,0.17,Pteropus_rufus,Rousettus_madagascariensis
20161,0.44,0.97,0.2,Pteropus_rufus,Rousettus_madagascariensis
20181,0.47,0.97,0.26,Pteropus_rufus,Rousettus_madagascariensis
20201,0.54,0.96,0.17,Pteropus_rufus,Rousettus_madagascariensis
20221,0.57,0.96,0.22,Pteropus_rufus,Rousettus_madagascariensis
20241,0.61,0.95,0.29,Pteropus_rufus,Rousettus_madagascariensis
20261,0.55,0.94,0.27,Pteropus_rufus,Rousettus_madagascariensis
20281,0.5,0.95,0.27,Pteropus_rufus,Rousettus_madagascariensis
20301,0.51,0.94,0.26,Pteropus_rufus,Rousettus_madagascariensis
20321,0.58,0.94,0.39,Pteropus_rufus,Rousettus_madagascariensis
20341,0.65,0.93,0.48,Pteropus_rufus,Rousettus_madagascariensis
20361,0.62,0.93,0.48,Pteropus_rufus,Rousettus_madagascariensis
20381,0.62,0.94,0.53,Pteropus_rufus,Rousettus_madagascariensis
20401,0.68,0.94,0.63,Pteropus_rufus,Rousettus_madagascariensis
20421,0.68,0.94,0.6,Pteropus_rufus,Rousettus_madagascariensis
20441,0.66,0.95,0.57,Pteropus_rufus,Rousettus_madagascariensis
20461,0.66,0.95,0.54,Pteropus_rufus,Rousettus_madagascariensis
20481,0.69,0.95,0.57,Pteropus_rufus,Rousettus_madagascariensis
20501,0.69,0.95,0.61,Pteropus_rufus,Rousettus_madagascariensis
20521,0.68,0.96,0.63,Pteropus_rufus,Rousettus_madagascariensis
20541,0.67,0.96,0.6,Pteropus_rufus,Rousettus_madagascariensis
20561,0.69,0.95,0.63,Pteropus_rufus,Rousettus_madagascariensis
20581,0.7,0.95,0.57,Pteropus_rufus,Rousettus_madagascariensis
20601,0.7,0.96,0.59,Pteropus_rufus,Rousettus_madagascariensis
20621,0.68,0.95,0.6,Pteropus_rufus,Rousettus_madagascariensis
20641,0.71,0.94,0.65,Pteropus_rufus,Rousettus_madagascariensis
20661,0.73,0.94,0.64,Pteropus_rufus,Rousettus_madagascariensis
20681,0.74,0.93,0.6,Pteropus_rufus,Rousettus_madagascariensis
20701,0.73,0.93,0.56,Pteropus_rufus,Rousettus_madagascariensis
20721,0.68,0.92,0.47,Pteropus_rufus,Rousettus_madagascariensis
20741,0.63,0.92,0.39,Pteropus_rufus,Rousettus_madagascariensis
20761,0.65,0.93,0.39,Pteropus_rufus,Rousettus_madagascariensis
20781,0.66,0.91,0.42,Pteropus_rufus,Rousettus_madagascariensis
20801,0.6,0.91,0.33,Pteropus_rufus,Rousettus_madagascariensis
20821,0.61,0.91,0.37,Pteropus_rufus,Rousettus_madagascariensis
20841,0.57,0.91,0.36,Pteropus_rufus,Rousettus_madagascariensis
20861,0.58,0.9,0.43,Pteropus_rufus,Rousettus_madagascariensis
20881,0.55,0.89,0.46,Pteropus_rufus,Rousettus_madagascariensis
20901,0.58,0.88,0.52,Pteropus_rufus,Rousettus_madagascariensis
20921,0.66,0.88,0.6,Pteropus_rufus,Rousettus_madagascariensis
20941,0.69,0.87,0.66,Pteropus_rufus,Rousettus_madagascariensis
20961,0.71,0.85,0.65,Pteropus_rufus,Rousettus_madagascariensis
20981,0.69,0.86,0.65,Pteropus_rufus,Rousettus_madagascariensis
21001,0.71,0.84,0.65,Pteropus_rufus,Rousettus_madagascariensis
21021,0.73,0.84,0.63,Pteropus_rufus,Rousettus_madagascariensis
21041,0.76,0.82,0.61,Pteropus_rufus,Rousettus_madagascariensis
21061,0.8,0.84,0.64,Pteropus_rufus,Rousettus_madagascariensis
21081,0.84,0.85,0.63,Pteropus_rufus,Rousettus_madagascariensis
21101,0.82,0.87,0.62,Pteropus_rufus,Rousettus_madagascariensis
21121,0.81,0.87,0.53,Pteropus_rufus,Rousettus_madagascariensis
21141,0.8,0.89,0.53,Pteropus_rufus,Rousettus_madagascariensis
21161,0.78,0.9,0.52,Pteropus_rufus,Rousettus_madagascariensis
21181,0.78,0.91,0.5,Pteropus_rufus,Rousettus_madagascariensis
21201,0.77,0.91,0.52,Pteropus_rufus,Rousettus_madagascariensis
21221,0.76,0.92,0.49,Pteropus_rufus,Rousettus_madagascariensis
21241,0.69,0.92,0.43,Pteropus_rufus,Rousettus_madagascariensis
21261,0.65,0.9,0.35,Pteropus_rufus,Rousettus_madagascariensis
21281,0.6,0.89,0.33,Pteropus_rufus,Rousettus_madagascariensis
21301,0.56,0.85,0.24,Pteropus_rufus,Rousettus_madagascariensis
21321,0.48,0.8,0.25,Pteropus_rufus,Rousettus_madagascariensis
21341,0.45,0.73,0.07,Pteropus_rufus,Rousettus_madagascariensis
21361,0.26,0.66,-0.25,Pteropus_rufus,Rousettus_madagascariensis
21381,0.08,0.4,-0.92,Pteropus_rufus,Rousettus_madagascariensis
21401,-0.21,0.3,-1.55,Pteropus_rufus,Rousettus_madagascariensis
21421,-0.38,0.19,-2.22,Pteropus_rufus,Rousettus_madagascariensis
21441,-0.3,0.21,-1.35,Pteropus_rufus,Rousettus_madagascariensis
21461,-0.15,0.29,-1.16,Pteropus_rufus,Rousettus_madagascariensis
21481,-0.17,0.31,-1.04,Pteropus_rufus,Rousettus_madagascariensis
21501,-0.14,0.34,-1.08,Pteropus_rufus,Rousettus_madagascariensis
21521,-0.26,0.35,-1.25,Pteropus_rufus,Rousettus_madagascariensis
21541,-0.27,0.34,-1.24,Pteropus_rufus,Rousettus_madagascariensis
21561,-0.3,0.31,-1.23,Pteropus_rufus,Rousettus_madagascariensis
21581,-0.19,0.39,-0.63,Pteropus_rufus,Rousettus_madagascariensis
21601,-0.03,0.41,-0.51,Pteropus_rufus,Rousettus_madagascariensis
21621,-0.1,0.4,-0.43,Pteropus_rufus,Rousettus_madagascariensis
21641,-0.06,0.37,-0.57,Pteropus_rufus,Rousettus_madagascariensis
21661,0.04,0.35,-0.44,Pteropus_rufus,Rousettus_madagascariensis
21681,0.18,0.32,-0.35,Pteropus_rufus,Rousettus_madagascariensis
21701,0.27,0.34,-0.29,Pteropus_rufus,Rousettus_madagascariensis
21721,0.33,0.32,-0.17,Pteropus_rufus,Rousettus_madagascariensis
21741,0.31,0.25,-0.11,Pteropus_rufus,Rousettus_madagascariensis
21761,0.32,0.15,0.03,Pteropus_rufus,Rousettus_madagascariensis
21781,0.3,0,-0.06,Pteropus_rufus,Rousettus_madagascariensis
21801,0.35,-0.04,-0.02,Pteropus_rufus,Rousettus_madagascariensis
21821,0.3,-0.02,0,Pteropus_rufus,Rousettus_madagascariensis
21841,0.27,0.03,-0.02,Pteropus_rufus,Rousettus_madagascariensis
21861,0.26,0.06,0.02,Pteropus_rufus,Rousettus_madagascariensis
21881,0.18,-0.06,-0.14,Pteropus_rufus,Rousettus_madagascariensis
