FileName: \\Mac\Home\Documents\R\R_repositories\Mada-Bat-CoV\Fig4\SimPlot\AlignAllNobecoMinusInsertion.fasta
Window: 200 bp, Step: 20 bp, GapStrip: On, Kimura (2-parameter), T/t: 2.0
This output generated using SimPlot v3.5.1 - software Copyright © 1997-2003 Stuart C. Ray - JHU

"Status","Group","Members"
"Ref","HKU9","NC_009021_1_HKU9_Rousettus_leschenaulti_China","HM211099_1_HKU_9_5_1_Rousettus_leschenaulti_China","HM211098_1_HKU_9_5_1_Rhinolphus_sinicus_China","MG762674_1_HKU9_Rousettus_sp_China","MG693170_1_Eidolon_helvum_Cameroon","EF065514_1_HKU_9_2_Rousettus_leschenaulti_China","HM211100_1_HKU_9_10_1_Rousettus_leschenaulti_China","EF065515_1_HKU_9_3_Rousettus_leschenaulti_China","EF065516_1_HKU_9_4_Rousettus_leschenaulti_China"
"Ref","Eidolon_helvum","NC_048212_1_Eidolon_helvum_Cameroon","MG693172_1_Eidolon_helvum_Cameroon","MG693171_1_Eidolon_helvum_Cameroon","MG693169_1_Eidolon_helvum_Cameroon"
"Query","Rousettus_madagascariensis"
"Ref","Pteropus_rufus","Pteropus_rufus_RR034B_010_fecRa_AMB130_new"


"CenterPos","HKU9","Eidolon_helvum","Pteropus_rufus"
"14901","0.78","0.98","0.69"
"14921","0.81","0.98","0.70"
"14941","0.83","0.98","0.70"
"14961","0.81","0.97","0.73"
"14981","0.80","0.97","0.70"
"15001","0.79","0.97","0.68"
"15021","0.82","0.97","0.73"
"15041","0.83","0.97","0.74"
"15061","0.82","0.98","0.77"
"15081","0.80","0.98","0.75"
"15101","0.77","0.98","0.74"
"15121","0.75","0.97","0.75"
"15141","0.77","0.97","0.76"
"15161","0.76","0.97","0.72"
"15181","0.79","0.96","0.75"
"15201","0.79","0.96","0.75"
"15221","0.79","0.96","0.74"
"15241","0.79","0.96","0.75"
"15261","0.80","0.96","0.75"
"15281","0.78","0.96","0.72"
"15301","0.81","0.95","0.74"
"15321","0.77","0.96","0.70"
"15341","0.70","0.96","0.65"
"15361","0.72","0.96","0.63"
"15381","0.68","0.97","0.62"
"15401","0.64","0.96","0.60"
"15421","0.65","0.96","0.62"
"15441","0.67","0.96","0.61"
"15461","0.67","0.96","0.58"
"15481","0.68","0.96","0.59"
"15501","0.69","0.96","0.61"
"15521","0.73","0.96","0.66"
"15541","0.77","0.96","0.70"
"15561","0.79","0.96","0.76"
"15581","0.81","0.95","0.75"
"15601","0.83","0.96","0.78"
"15621","0.82","0.95","0.73"
"15641","0.80","0.94","0.71"
"15661","0.79","0.95","0.73"
"15681","0.79","0.94","0.75"
"15701","0.79","0.95","0.72"
"15721","0.80","0.95","0.71"
"15741","0.81","0.96","0.67"
"15761","0.78","0.96","0.66"
"15781","0.75","0.97","0.65"
"15801","0.77","0.97","0.63"
"15821","0.77","0.97","0.68"
"15841","0.79","0.97","0.68"
"15861","0.78","0.97","0.66"
"15881","0.78","0.98","0.67"
"15901","0.78","0.97","0.68"
"15921","0.77","0.97","0.69"
"15941","0.76","0.97","0.68"
"15961","0.77","0.97","0.68"
"15981","0.79","0.97","0.72"
"16001","0.77","0.97","0.71"
"16021","0.72","0.97","0.65"
"16041","0.70","0.98","0.67"
"16061","0.72","0.98","0.66"
"16081","0.73","0.97","0.67"
"16101","0.74","0.98","0.67"
"16121","0.72","0.98","0.67"
"16141","0.70","0.97","0.68"
"16161","0.70","0.97","0.66"
"16181","0.70","0.97","0.64"
"16201","0.69","0.96","0.63"
"16221","0.75","0.96","0.67"
"16241","0.75","0.96","0.64"
"16261","0.73","0.96","0.65"
"16281","0.72","0.96","0.66"
"16301","0.70","0.97","0.67"
"16321","0.70","0.95","0.68"
"16341","0.68","0.96","0.70"
"16361","0.70","0.96","0.70"
"16381","0.69","0.96","0.68"
"16401","0.72","0.96","0.70"
"16421","0.67","0.95","0.70"
"16441","0.65","0.94","0.68"
"16461","0.66","0.94","0.66"
"16481","0.67","0.94","0.63"
"16501","0.68","0.93","0.63"
"16521","0.70","0.95","0.60"
"16541","0.74","0.95","0.60"
"16561","0.71","0.95","0.59"
"16581","0.69","0.94","0.61"
"16601","0.64","0.95","0.56"
"16621","0.65","0.95","0.54"
"16641","0.66","0.95","0.57"
"16661","0.65","0.95","0.54"
"16681","0.63","0.96","0.55"
"16701","0.61","0.96","0.54"
"16721","0.58","0.95","0.54"
"16741","0.49","0.94","0.45"
"16761","0.53","0.94","0.47"
"16781","0.56","0.95","0.41"
"16801","0.58","0.94","0.43"
"16821","0.61","0.94","0.52"
"16841","0.58","0.95","0.53"
"16861","0.62","0.95","0.61"
"16881","0.59","0.95","0.64"
"16901","0.62","0.94","0.65"
"16921","0.64","0.95","0.68"
"16941","0.70","0.95","0.74"
"16961","0.70","0.94","0.74"
"16981","0.71","0.94","0.79"
"17001","0.72","0.96","0.79"
"17021","0.70","0.96","0.75"
"17041","0.76","0.96","0.75"
"17061","0.74","0.97","0.72"
"17081","0.77","0.97","0.70"
"17101","0.79","0.97","0.72"
"17121","0.79","0.98","0.71"
"17141","0.79","0.98","0.69"
"17161","0.79","0.99","0.67"
"17181","0.78","0.99","0.66"
"17201","0.77","0.99","0.62"
"17221","0.78","0.99","0.64"
"17241","0.74","0.99","0.62"
"17261","0.74","0.97","0.64"
"17281","0.74","0.97","0.62"
"17301","0.73","0.98","0.60"
"17321","0.74","0.97","0.61"
"17341","0.75","0.97","0.62"
"17361","0.74","0.97","0.63"
"17381","0.73","0.97","0.63"
"17401","0.75","0.97","0.67"
"17421","0.76","0.96","0.67"
"17441","0.78","0.96","0.64"
"17461","0.77","0.97","0.62"
"17481","0.76","0.96","0.61"
"17501","0.78","0.96","0.63"
"17521","0.79","0.97","0.61"
"17541","0.77","0.96","0.61"
"17561","0.79","0.97","0.63"
"17581","0.80","0.97","0.64"
"17601","0.82","0.97","0.62"
"17621","0.79","0.98","0.61"
"17641","0.80","0.98","0.67"
"17661","0.81","0.99","0.66"
"17681","0.81","0.99","0.68"
"17701","0.74","0.98","0.64"
"17721","0.68","0.98","0.62"
"17741","0.67","0.98","0.57"
"17761","0.63","0.97","0.39"
"17781","0.63","0.97","0.36"
"17801","0.59","0.97","0.35"
"17821","0.61","0.97","0.36"
"17841","0.58","0.97","0.30"
"17861","0.58","0.97","0.37"
"17881","0.55","0.97","0.33"
"17901","0.59","0.97","0.20"
"17921","0.66","0.97","0.20"
"17941","0.70","0.97","0.38"
"17961","0.71","0.98","0.53"
"17981","0.70","0.98","0.54"
"18001","0.70","0.98","0.59"
"18021","0.70","0.98","0.59"
"18041","0.69","0.98","0.60"
"18061","0.69","0.98","0.62"
"18081","0.70","0.98","0.64"
"18101","0.74","0.98","0.73"
"18121","0.69","0.97","0.71"
"18141","0.63","0.97","0.69"
"18161","0.64","0.97","0.69"
"18181","0.66","0.97","0.65"
"18201","0.68","0.96","0.65"
"18221","0.71","0.95","0.60"
"18241","0.74","0.96","0.61"
"18261","0.74","0.96","0.58"
"18281","0.74","0.94","0.58"
"18301","0.72","0.94","0.61"
"18321","0.77","0.95","0.66"
"18341","0.80","0.94","0.64"
"18361","0.81","0.94","0.67"
"18381","0.76","0.93","0.66"
"18401","0.69","0.94","0.60"
"18421","0.67","0.94","0.61"
"18441","0.69","0.94","0.60"
"18461","0.69","0.94","0.60"
"18481","0.69","0.95","0.63"
"18501","0.70","0.95","0.60"
"18521","0.69","0.95","0.61"
"18541","0.69","0.96","0.61"
"18561","0.69","0.96","0.61"
"18581","0.74","0.95","0.64"
"18601","0.79","0.94","0.71"
"18621","0.79","0.95","0.73"
"18641","0.76","0.94","0.73"
"18661","0.73","0.94","0.72"
"18681","0.74","0.94","0.69"
"18701","0.73","0.93","0.65"
"18721","0.71","0.93","0.64"
"18741","0.71","0.93","0.62"
"18761","0.69","0.93","0.59"
"18781","0.68","0.95","0.56"
"18801","0.66","0.95","0.52"
"18821","0.68","0.95","0.54"
"18841","0.65","0.95","0.48"
"18861","0.66","0.94","0.42"
"18881","0.67","0.94","0.39"
"18901","0.66","0.93","0.43"
"18921","0.69","0.93","0.47"
"18941","0.65","0.92","0.50"
"18961","0.68","0.91","0.50"
"18981","0.68","0.91","0.53"
"19001","0.70","0.90","0.53"
"19021","0.69","0.90","0.54"
"19041","0.72","0.90","0.61"
"19061","0.73","0.91","0.69"
"19081","0.71","0.91","0.71"
"19101","0.73","0.93","0.73"
"19121","0.70","0.94","0.67"
"19141","0.69","0.94","0.62"
"19161","0.68","0.95","0.61"
"19181","0.69","0.95","0.59"
"19201","0.68","0.95","0.58"
"19221","0.68","0.95","0.54"
"19241","0.66","0.95","0.50"
"19261","0.65","0.95","0.41"
"19281","0.64","0.96","0.36"
"19301","0.62","0.96","0.29"
"19321","0.65","0.96","0.31"
"19341","0.69","0.96","0.40"
"19361","0.69","0.96","0.41"
"19381","0.67","0.96","0.35"
"19401","0.66","0.96","0.29"
"19421","0.64","0.97","0.27"
"19441","0.59","0.97","0.26"
"19461","0.59","0.98","0.35"
"19481","0.59","0.98","0.37"
"19501","0.61","0.97","0.41"
"19521","0.61","0.97","0.43"
"19541","0.57","0.97","0.38"
"19561","0.57","0.98","0.44"
"19581","0.58","0.97","0.51"
"19601","0.56","0.96","0.54"
"19621","0.55","0.95","0.53"
"19641","0.59","0.95","0.51"
"19661","0.60","0.94","0.47"
"19681","0.59","0.94","0.48"
"19701","0.54","0.94","0.42"
"19721","0.49","0.95","0.39"
"19741","0.47","0.95","0.31"
"19761","0.46","0.94","0.19"
"19781","0.43","0.94","0.17"
"19801","0.47","0.94","0.18"
"19821","0.47","0.96","0.24"
"19841","0.45","0.95","0.19"
"19861","0.50","0.95","0.24"
"19881","0.55","0.95","0.32"
"19901","0.53","0.94","0.31"
"19921","0.51","0.94","0.26"
"19941","0.58","0.94","0.34"
"19961","0.57","0.95","0.33"
"19981","0.56","0.95","0.30"
"20001","0.49","0.95","0.29"
"20021","0.48","0.95","0.26"
"20041","0.48","0.95","0.26"
"20061","0.46","0.96","0.24"
"20081","0.45","0.96","0.20"
"20101","0.49","0.97","0.24"
"20121","0.47","0.97","0.19"
"20141","0.41","0.97","0.17"
"20161","0.44","0.97","0.20"
"20181","0.47","0.97","0.26"
"20201","0.54","0.96","0.17"
"20221","0.57","0.96","0.22"
"20241","0.61","0.95","0.29"
"20261","0.55","0.94","0.27"
"20281","0.50","0.95","0.27"
"20301","0.51","0.94","0.26"
"20321","0.58","0.94","0.39"
"20341","0.65","0.93","0.48"
"20361","0.62","0.93","0.48"
"20381","0.62","0.94","0.53"
"20401","0.68","0.94","0.63"
"20421","0.68","0.94","0.60"
"20441","0.66","0.95","0.57"
"20461","0.66","0.95","0.54"
"20481","0.69","0.95","0.57"
"20501","0.69","0.95","0.61"
"20521","0.68","0.96","0.63"
"20541","0.67","0.96","0.60"
"20561","0.69","0.95","0.63"
"20581","0.70","0.95","0.57"
"20601","0.70","0.96","0.59"
"20621","0.68","0.95","0.60"
"20641","0.71","0.94","0.65"
"20661","0.73","0.94","0.64"
"20681","0.74","0.93","0.60"
"20701","0.73","0.93","0.56"
"20721","0.68","0.92","0.47"
"20741","0.63","0.92","0.39"
"20761","0.65","0.93","0.39"
"20781","0.66","0.91","0.42"
"20801","0.60","0.91","0.33"
"20821","0.61","0.91","0.37"
"20841","0.57","0.91","0.36"
"20861","0.58","0.90","0.43"
"20881","0.55","0.89","0.46"
"20901","0.58","0.88","0.52"
"20921","0.66","0.88","0.60"
"20941","0.69","0.87","0.66"
"20961","0.71","0.85","0.65"
"20981","0.69","0.86","0.65"
"21001","0.71","0.84","0.65"
"21021","0.73","0.84","0.63"
"21041","0.76","0.82","0.61"
"21061","0.80","0.84","0.64"
"21081","0.84","0.85","0.63"
"21101","0.82","0.87","0.62"
"21121","0.81","0.87","0.53"
"21141","0.80","0.89","0.53"
"21161","0.78","0.90","0.52"
"21181","0.78","0.91","0.50"
"21201","0.77","0.91","0.52"
"21221","0.76","0.92","0.49"
"21241","0.69","0.92","0.43"
"21261","0.65","0.90","0.35"
"21281","0.60","0.89","0.33"
"21301","0.56","0.85","0.24"
"21321","0.48","0.80","0.25"
"21341","0.45","0.73","0.07"
"21361","0.26","0.66","-0.25"
"21381","0.08","0.40","-0.92"
"21401","-0.21","0.30","-1.55"
"21421","-0.38","0.19","-2.22"
"21441","-0.30","0.21","-1.35"
"21461","-0.15","0.29","-1.16"
"21481","-0.17","0.31","-1.04"
"21501","-0.14","0.34","-1.08"
"21521","-0.26","0.35","-1.25"
"21541","-0.27","0.34","-1.24"
"21561","-0.30","0.31","-1.23"
"21581","-0.19","0.39","-0.63"
"21601","-0.03","0.41","-0.51"
"21621","-0.10","0.40","-0.43"
"21641","-0.06","0.37","-0.57"
"21661","0.04","0.35","-0.44"
"21681","0.18","0.32","-0.35"
"21701","0.27","0.34","-0.29"
"21721","0.33","0.32","-0.17"
"21741","0.31","0.25","-0.11"
"21761","0.32","0.15","0.03"
"21781","0.30","0.00","-0.06"
"21801","0.35","-0.04","-0.02"
"21821","0.30","-0.02","0.00"
"21841","0.27","0.03","-0.02"
"21861","0.26","0.06","0.02"
"21881","0.18","-0.06","-0.14"
"21901","0.06","-0.04","-0.25"
"21921","0.05","-0.08","-0.14"
"21941","0.02","0.00","-0.19"
"21961","0.12","0.03","-0.24"
"21981","0.18","0.18","-0.08"
"22001","0.16","0.24","-0.06"
"22021","0.12","0.26","-0.09"
"22041","0.17","0.24","-0.05"
"22061","0.09","0.11","-0.16"
"22081","0.02","0.13","-0.13"
"22101","0.07","0.11","-0.02"
"22121","0.11","0.19","-0.08"
"22141","0.11","0.12","-0.24"
"22161","0.11","0.19","-0.15"
"22181","0.06","0.18","-0.37"
"22201","0.06","0.18","-0.37"
"22221","0.06","0.18","-0.37"
"22241","-0.23","-0.12","-2.63"
"22261","-0.38","0.05","-2.08"
"22281","-0.05","0.27","-1.46"
"22301","-0.17","0.13","-1.46"
"22321","-0.04","0.08","-0.66"
"22341","0.07","0.19","-0.33"
"22361","0.16","0.25","-0.10"
"22381","0.24","0.37","-0.07"
"22401","0.28","0.43","-0.13"
"22421","0.15","0.35","-0.19"
"22441","0.13","0.28","-0.18"
"22461","0.15","0.30","-0.18"
"22481","0.06","0.18","-0.27"
"22501","0.20","0.23","-0.20"
"22521","0.08","0.18","-0.49"
"22541","0.15","0.22","-0.46"
"22561","0.18","0.20","-0.51"
"22581","0.11","0.07","-0.34"
"22601","0.11","-0.13","-0.37"
"22621","0.29","0.15","-0.12"
"22641","0.39","0.25","0.04"
"22661","0.43","0.32","-0.02"
"22681","0.49","0.37","0.13"
"22701","0.49","0.38","0.13"
"22721","0.53","0.44","0.21"
"22741","0.56","0.44","0.29"
"22761","0.54","0.47","0.27"
"22781","0.54","0.49","0.17"
"22801","0.52","0.49","0.18"
"22821","0.47","0.35","0.03"
"22841","0.45","0.39","0.00"
"22861","0.45","0.26","0.06"
"22881","0.41","0.27","-0.08"
"22901","0.33","0.18","-0.38"
"22921","0.35","0.10","-0.61"
"22941","0.26","0.13","-0.58"
"22961","0.16","0.00","-0.95"
"22981","0.25","0.09","-0.77"
"23001","0.27","0.14","-0.51"
"23021","0.33","0.37","-0.21"
"23041","0.33","0.43","-0.15"
"23061","0.37","0.50","-0.03"
"23081","0.33","0.43","-0.01"
"23101","0.34","0.52","0.15"
"23121","0.32","0.52","0.23"
"23141","0.27","0.49","0.18"
"23161","0.23","0.52","0.19"
"23181","0.13","0.38","0.14"
"23201","0.17","0.47","0.19"
"23221","0.13","0.43","0.13"
"23241","0.03","0.40","0.12"
"23261","-0.11","0.31","0.05"
"23281","-0.05","0.39","0.07"
"23301","0.03","0.38","0.06"
"23321","-0.02","0.38","-0.01"
"23341","-0.04","0.41","-0.05"
"23361","0.13","0.45","0.09"
"23381","0.29","0.53","0.11"
"23401","0.29","0.47","-0.02"
"23421","0.33","0.46","-0.07"
"23441","0.39","0.40","-0.03"
"23461","0.48","0.48","0.01"
"23481","0.50","0.49","-0.01"
"23501","0.45","0.38","-0.13"
"23521","0.41","0.37","0.00"
"23541","0.47","0.39","0.01"
"23561","0.42","0.33","-0.17"
"23581","0.39","0.35","-0.16"
"23601","0.44","0.40","0.04"
"23621","0.52","0.42","0.14"
"23641","0.55","0.49","0.13"
"23661","0.53","0.53","0.19"
"23681","0.59","0.61","0.27"
"23701","0.58","0.66","0.33"
"23721","0.65","0.69","0.35"
"23741","0.66","0.71","0.41"
"23761","0.66","0.71","0.48"
"23781","0.63","0.67","0.46"
"23801","0.56","0.64","0.32"
"23821","0.48","0.63","0.27"
"23841","0.46","0.60","0.24"
"23861","0.39","0.58","0.12"
"23881","0.28","0.56","0.16"
"23901","0.32","0.58","0.24"
"23921","0.28","0.54","0.16"
"23941","0.26","0.52","0.00"
"23961","0.35","0.59","0.00"
"23981","0.42","0.65","0.18"
"24001","0.54","0.65","0.35"
"24021","0.57","0.67","0.39"
"24041","0.59","0.69","0.32"
"24061","0.68","0.67","0.40"
"24081","0.73","0.63","0.43"
"24101","0.77","0.65","0.47"
"24121","0.76","0.69","0.47"
"24141","0.74","0.69","0.53"
"24161","0.71","0.69","0.51"
"24181","0.70","0.69","0.44"
"24201","0.68","0.73","0.44"
"24221","0.68","0.72","0.46"
"24241","0.67","0.70","0.54"
"24261","0.66","0.72","0.52"
"24281","0.65","0.73","0.53"
"24301","0.59","0.73","0.51"
"24321","0.59","0.70","0.52"
"24341","0.61","0.70","0.55"
"24361","0.65","0.69","0.59"
"24381","0.64","0.69","0.60"
"24401","0.63","0.67","0.53"
"24421","0.65","0.70","0.50"
"24441","0.65","0.68","0.49"
"24461","0.64","0.67","0.49"
"24481","0.61","0.66","0.47"
"24501","0.64","0.67","0.43"
"24521","0.67","0.71","0.42"
"24541","0.69","0.73","0.40"
"24561","0.69","0.73","0.40"
"24581","0.71","0.75","0.30"
"24601","0.72","0.78","0.42"
"24621","0.73","0.79","0.46"
"24641","0.75","0.80","0.47"
"24661","0.74","0.81","0.43"
"24681","0.76","0.83","0.40"
"24701","0.76","0.85","0.42"
"24721","0.72","0.82","0.48"
"24741","0.69","0.78","0.51"
"24761","0.69","0.78","0.51"
"24781","0.66","0.76","0.56"
"24801","0.62","0.74","0.51"
"24821","0.57","0.70","0.46"
"24841","0.52","0.69","0.39"
"24861","0.52","0.69","0.40"
"24881","0.47","0.67","0.24"
"24901","0.42","0.62","0.22"
"24921","0.43","0.65","0.17"
"24941","0.45","0.62","0.01"
"24961","0.36","0.63","-0.27"
"24981","0.46","0.66","-0.40"
"25001","0.49","0.68","-0.60"
"25021","0.49","0.68","-0.68"
"25041","0.45","0.71","-0.66"
"25061","0.43","0.69","-0.80"
"25081","0.42","0.71","-0.33"
"25101","0.46","0.70","-0.43"
"25121","0.50","0.69","-0.33"
"25141","0.49","0.76","-0.16"
"25161","0.55","0.70","0.03"
"25181","0.50","0.69","0.13"
"25201","0.51","0.64","0.23"
"25221","0.56","0.65","0.28"
"25241","0.61","0.64","0.35"
"25261","0.58","0.67","0.33"
"25281","0.63","0.68","0.34"
"25301","0.63","0.73","0.44"
"25321","0.61","0.76","0.41"
"25341","0.62","0.78","0.40"
"25361","0.57","0.83","0.35"
"25381","0.55","0.83","0.29"
"25401","0.52","0.86","0.28"
"25421","0.48","0.88","0.26"
"25441","0.46","0.90","0.17"
"25461","0.46","0.87","0.16"
"25481","0.39","0.86","0.11"
"25501","0.38","0.84","-0.09"
"25521","0.22","0.85","-0.26"
"25541","0.01","0.84","-0.31"
"25561","-0.05","0.83","-0.60"
"25581","0.05","0.85","-0.42"
"25601","-0.02","0.85","-0.70"
"25621","0.06","0.87","-0.92"
"25641","0.08","0.87","-0.76"
"25661","0.15","0.91","-0.72"
"25681","0.20","0.91","-0.67"
"25701","0.20","0.91","-0.63"
"25721","0.18","0.91","-0.42"
"25741","0.23","0.90","-0.37"
"25761","0.23","0.90","-0.16"
"25781","0.09","0.90","-0.13"
"25801","0.22","0.90","0.00"
"25821","0.24","0.90","0.07"
"25841","0.17","0.90","0.00"
"25861","0.19","0.91","0.10"
"25881","0.08","0.92","0.22"
"25901","0.05","0.91","0.22"
"25921","0.20","0.91","0.23"
"25941","0.19","0.93","0.20"
"25961","0.25","0.94","0.20"
"25981","0.36","0.94","0.27"
"26001","0.41","0.95","0.37"
"26021","0.39","0.96","0.41"
"26041","0.45","0.95","0.46"
"26061","0.47","0.95","0.42"
"26081","0.49","0.95","0.27"
"26101","0.59","0.96","0.26"
"26121","0.56","0.96","0.14"
"26141","0.56","0.95","0.22"
"26161","0.53","0.95","0.20"
"26181","0.55","0.95","0.15"
"26201","0.49","0.94","0.08"
"26221","0.52","0.92","0.05"
"26241","0.50","0.91","0.03"
"26261","0.50","0.87","0.03"
"26281","0.55","0.86","0.12"
"26301","0.53","0.85","0.24"
"26321","0.54","0.86","0.37"
"26341","0.54","0.83","0.25"
"26361","0.58","0.80","0.26"
"26381","0.53","0.75","0.20"
"26401","0.60","0.77","0.23"
"26421","0.60","0.78","0.29"
"26441","0.62","0.79","0.31"
"26461","0.65","0.83","0.44"
"26481","0.63","0.83","0.48"
"26501","0.61","0.82","0.48"
"26521","0.60","0.83","0.47"
"26541","0.63","0.85","0.54"
"26561","0.63","0.86","0.58"
"26581","0.68","0.90","0.59"
"26601","0.65","0.89","0.56"
"26621","0.66","0.90","0.58"
"26641","0.67","0.89","0.60"
"26661","0.66","0.89","0.56"
"26681","0.69","0.87","0.58"
"26701","0.68","0.88","0.52"
"26721","0.67","0.87","0.50"
"26741","0.66","0.87","0.45"
"26761","0.64","0.88","0.46"
"26781","0.60","0.88","0.49"
"26801","0.60","0.89","0.48"
"26821","0.55","0.90","0.40"
"26841","0.55","0.92","0.34"
"26861","0.54","0.91","0.34"
"26881","0.51","0.95","0.25"
"26901","0.51","0.94","0.22"
"26921","0.46","0.96","0.26"
"26941","0.49","0.96","0.32"
"26961","0.54","0.97","0.34"
"26981","0.55","0.97","0.29"
"27001","0.54","0.96","0.25"
"27021","0.59","0.96","0.34"
"27041","0.58","0.96","0.42"
"27061","0.55","0.97","0.42"
"27081","0.60","0.96","0.53"
"27101","0.62","0.97","0.59"
"27121","0.66","0.96","0.47"
"27141","0.63","0.97","0.48"
"27161","0.59","0.97","0.49"
"27181","0.63","0.98","0.55"
"27201","0.67","0.98","0.62"
"27221","0.64","0.98","0.58"
"27241","0.67","0.97","0.47"
"27261","0.67","0.96","0.43"
"27281","0.63","0.98","0.23"
"27301","0.64","0.93","0.18"
"27321","0.68","0.90","0.36"
"27341","0.69","0.84","0.33"
"27361","0.67","0.80","0.36"
"27381","0.64","0.74","0.32"
"27401","0.63","0.74","0.31"
"27421","0.59","0.71","0.33"
"27441","0.60","0.66","0.36"
"27461","0.59","0.64","0.37"
"27481","0.62","0.60","0.51"
"27501","0.62","0.64","0.47"
"27521","0.62","0.64","0.41"
"27541","0.60","0.66","0.41"
"27561","0.61","0.69","0.32"
"27581","0.64","0.75","0.34"
"27601","0.66","0.76","0.38"
"27621","0.67","0.75","0.31"
"27641","0.71","0.79","0.31"
"27661","0.74","0.81","0.36"
"27681","0.72","0.83","0.23"
"27701","0.71","0.83","0.34"
"27721","0.70","0.86","0.39"
"27741","0.70","0.88","0.36"
"27761","0.69","0.89","0.34"
"27781","0.59","0.89","0.25"
"27801","0.56","0.89","0.20"
"27821","0.59","0.92","0.33"
"27841","0.54","0.93","0.30"
"27861","0.41","0.93","0.21"
"27881","0.44","0.95","0.28"
"27901","0.32","0.93","0.16"
"27921","0.39","0.93","0.18"
"27941","0.43","0.92","0.33"
"27961","0.46","0.91","0.37"
"27981","0.56","0.90","0.33"
"28001","0.58","0.90","0.33"
"28021","0.60","0.90","0.28"
"28041","0.56","0.85","0.26"
"28061","0.63","0.83","0.33"
"28081","0.61","0.81","0.32"
"28101","0.63","0.80","0.32"
"28121","0.65","0.78","0.32"
"28141","0.61","0.76","0.06"
"28161","0.62","0.74","0.05"
"28181","0.61","0.74","0.20"
"28201","0.63","0.75","0.28"
"28221","0.58","0.71","0.29"
"28241","0.60","0.72","0.34"
"28261","0.58","0.72","0.28"
"28281","0.57","0.76","0.25"
"28301","0.60","0.77","0.29"
"28321","0.53","0.77","0.24"
"28341","0.58","0.78","0.39"
"28361","0.57","0.79","0.40"
"28381","0.54","0.79","0.36"
"28401","0.49","0.80","0.30"
"28421","0.58","0.84","0.41"
"28441","0.62","0.89","0.41"
"28461","0.60","0.93","0.46"
"28481","0.63","0.92","0.53"
"28501","0.63","0.92","0.53"
"28521","0.67","0.89","0.55"
"28541","0.69","0.87","0.54"
"28561","0.67","0.86","0.54"
"28581","0.70","0.86","0.58"
"28601","0.70","0.86","0.58"
"28621","0.54","0.83","0.28"
"28641","0.54","0.83","0.28"
"28661","0.54","0.83","0.28"
"28681","0.54","0.83","0.28"
"28701","0.54","0.83","0.28"
"28721","0.54","0.83","0.28"
"28741","0.54","0.83","0.28"
"28761","0.54","0.83","0.28"
"28781","0.54","0.83","0.28"
"28801","0.54","0.83","0.28"
"28821","0.54","0.83","0.28"
"28841","0.54","0.83","0.28"
"28861","0.54","0.83","0.28"
"28881","0.54","0.83","0.28"
"28901","0.54","0.83","0.28"
"28921","0.22","0.17","-0.20"
"28941","0.15","0.07","-0.25"
"28961","0.15","0.07","-0.25"
"28981","0.15","0.07","-0.25"
"29001","0.15","0.07","-0.25"
"29021","0.10","0.24","0.11"
"29041","0.10","0.24","0.11"
"29061","0.10","0.24","0.11"
"29081","0.10","0.24","0.11"
"29101","0.10","0.24","0.11"
"29121","0.10","0.24","0.11"
"29141","0.28","-0.16","-0.54"
"29161","0.28","-0.06","-0.55"
"29181","0.22","-0.11","-1.00"
"29201","0.35","-0.19","-1.19"
"29221","0.35","-0.19","-1.19"
"29241","0.35","-0.19","-1.19"
"29261","0.34","-0.13","-1.23"
"29281","0.32","-0.10","-1.03"
"29301","0.32","-0.10","-1.03"
"29321","0.32","-0.10","-1.03"
"29341","0.32","-0.10","-1.03"
"29361","0.12","-0.47","-0.35"
"29381","0.21","-0.51","-0.18"
"29401","0.16","-0.64","-0.33"
"29421","0.13","-0.58","-0.46"
"29441","0.08","-0.72","-0.40"
"29461","0.10","-0.71","-0.50"
"29481","0.36","-1.01","-0.59"
"29501","0.37","-1.08","-0.78"
"29521","0.42","-1.26","-0.71"
"29541","0.42","-1.26","-0.71"
"29561","0.42","-1.26","-0.71"
"29581","0.42","-1.26","-0.71"
"29601","0.42","-1.26","-0.71"
"29621","0.42","-1.26","-0.71"
"29641","0.42","-1.26","-0.71"
"29661","0.42","-1.26","-0.71"
"29681","0.42","-1.26","-0.71"
"29701","0.42","-1.26","-0.71"
"29721","0.42","-1.26","-0.71"
"29741","0.42","-1.26","-0.71"
"29761","0.42","-1.26","-0.71"
"29781","0.25","0.23","-0.18"
"29801","0.22","0.24","-0.16"
"29821","0.11","0.18","-0.29"
"29841","0.10","0.18","-0.30"
"29861","0.11","0.24","-0.38"
"29881","0.12","0.28","-0.26"
"29901","0.09","0.18","-0.21"
"29921","0.05","0.16","-0.15"
"29941","0.01","0.04","-0.35"
"29961","0.05","-0.11","-0.14"
"29981","-0.05","-0.17","-0.10"
"30001","-0.13","0.02","-0.03"
"30021","-0.14","0.08","0.00"
"30041","-0.14","0.07","-0.02"
"30061","-0.19","-0.01","-0.02"
"30081","-0.28","0.01","-0.14"
"30101","-0.32","0.05","-0.16"
"30121","-0.13","0.10","-0.13"
"30141","-0.09","0.17","-0.14"
"30161","-0.08","0.36","-0.11"
"30181","-0.06","0.41","-0.29"
"30201","0.23","0.47","0.00"
"30221","0.38","0.58","0.14"
"30241","0.46","0.66","0.20"
"30261","0.46","0.75","0.19"
"30281","0.51","0.80","0.24"
"30301","0.59","0.85","0.31"
