FileName: \\Mac\Home\Documents\R\R_repositories\Mada-Bat-CoV\Fig4\SimPlot\AlignAllNobecoMinusInsertion.fasta
Window: 200 bp, Step: 20 bp, GapStrip: On, Reps: 100, Kimura (2-parameter), T/t: 2.0, Neighbor-Joining
This output generated using SimPlot v3.5.1 - software Copyright © 1997-2003 Stuart C. Ray - JHU

"Status","Group","Members"
"Ref","HKU9","NC_009021_1_HKU9_Rousettus_leschenaulti_China","HM211099_1_HKU_9_5_1_Rousettus_leschenaulti_China","HM211098_1_HKU_9_5_1_Rhinolphus_sinicus_China","MG762674_1_HKU9_Rousettus_sp_China","MG693170_1_Eidolon_helvum_Cameroon","EF065514_1_HKU_9_2_Rousettus_leschenaulti_China","HM211100_1_HKU_9_10_1_Rousettus_leschenaulti_China","EF065515_1_HKU_9_3_Rousettus_leschenaulti_China","EF065516_1_HKU_9_4_Rousettus_leschenaulti_China"
"Ref","Eidolon_helvum","NC_048212_1_Eidolon_helvum_Cameroon","MG693172_1_Eidolon_helvum_Cameroon","MG693171_1_Eidolon_helvum_Cameroon","MG693169_1_Eidolon_helvum_Cameroon"
"Query","Rousettus_madagascariensis"
"Ref","Pteropus_rufus","Pteropus_rufus_RR034B_010_fecRa_AMB130_new"


"CenterPos","HKU9","Eidolon_helvum","Pteropus_rufus"
"23220","0","100","0"
"23240","0","100","0"
"23260","0","100","0"
"23280","0","100","0"
"23300","2","96","2"
"23320","1","99","0"
"23340","0","100","0"
"23360","1","98","1"
"23380","11","84","5"
"23400","13","85","2"
"23420","27","72","1"
"23440","26","73","1"
"23460","27","73","0"
"23480","49","51","0"
"23500","63","36","1"
"23520","53","39","8"
"23540","78","13","9"
"23560","44","56","0"
"23580","26","70","4"
"23600","24","72","4"
"23620","54","46","0"
"23640","62","34","4"
"23660","55","43","2"
"23680","44","49","7"
"23700","21","71","8"
"23720","26","74","0"
"23740","2","98","0"
"23760","27","67","6"
"23780","29","59","12"
"23800","8","89","3"
"23820","0","97","3"
"23840","0","98","2"
"23860","0","99","1"
"23880","0","99","1"
"23900","0","100","0"
"23920","0","99","1"
"23940","3","97","0"
"23960","1","99","0"
"23980","1","98","1"
"24000","2","84","14"
"24020","11","85","4"
"24040","6","94","0"
"24060","24","71","5"
"24080","45","49","6"
"24100","40","48","12"
"24120","21","76","3"
"24140","6","91","3"
"24160","12","88","0"
"24180","11","89","0"
"24200","7","92","1"
"24220","14","81","5"
"24240","4","96","0"
"24260","1","98","1"
"24280","6","94","0"
"24300","1","99","0"
"24320","0","99","1"
"24340","6","90","4"
"24360","9","88","3"
"24380","11","76","13"
"24400","3","96","1"
"24420","11","89","0"
"24440","23","74","3"
"24460","14","80","6"
"24480","5","91","4"
"24500","4","86","10"
"24520","1","91","8"
"24540","0","97","3"
"24560","2","96","2"
"24580","1","99","0"
"24600","2","96","2"
"24620","2","96","2"
"24640","0","96","4"
"24660","0","99","1"
"24680","0","100","0"
"24700","0","99","1"
"24720","0","90","10"
"24740","1","75","24"
"24760","0","71","29"
"24780","0","74","26"
"24800","0","91","9"
"24820","0","95","5"
"24840","0","94","6"
"24860","0","95","5"
"24880","0","94","6"
"24900","0","94","6"
"24920","0","100","0"
"24940","0","100","0"
"24960","4","95","1"
"24980","8","90","2"
"25000","7","93","0"
"25020","22","74","4"
"25040","8","92","0"
"25060","31","67","2"
"25080","20","71","9"
"25100","23","74","3"
"25120","23","74","3"
"25140","23","63","14"
"25160","10","75","15"
"25180","6","89","5"
"25200","25","72","3"
"25220","12","88","0"
"25240","32","66","2"
"25260","2","98","0"
"25280","3","97","0"
"25300","3","97","0"
"25320","1","99","0"
"25340","0","100","0"
"25360","0","100","0"
"25380","0","100","0"
"25400","0","100","0"
"25420","0","100","0"
"25440","0","100","0"
"25460","0","100","0"
"25480","0","100","0"
"25500","0","100","0"
"25520","0","100","0"
"25540","0","100","0"
"25560","0","100","0"
"25580","0","100","0"
"25600","0","99","1"
"25620","0","100","0"
"25640","0","100","0"
"25660","0","100","0"
"25680","0","100","0"
"25700","0","100","0"
"25720","1","99","0"
"25740","0","100","0"
"25760","0","100","0"
"25780","0","100","0"
"25800","0","100","0"
"25820","1","99","0"
"25840","0","100","0"
"25860","0","100","0"
"25880","0","100","0"
"25900","1","99","0"
"25920","1","99","0"
"25940","1","99","0"
"25960","1","99","0"
"25980","0","100","0"
"26000","0","100","0"
"26020","0","100","0"
"26040","0","100","0"
"26060","0","100","0"
"26080","1","99","0"
"26100","1","99","0"
"26120","0","100","0"
"26140","0","100","0"
"26160","0","100","0"
"26180","0","100","0"
"26200","0","100","0"
"26220","0","100","0"
"26240","0","100","0"
"26260","0","100","0"
"26280","0","100","0"
"26300","0","100","0"
"26320","0","100","0"
"26340","0","100","0"
"26360","0","100","0"
"26380","0","100","0"
"26400","0","100","0"
"26420","0","100","0"
"26440","0","100","0"
"26460","0","100","0"
"26480","0","96","4"
"26500","0","100","0"
"26520","0","100","0"
"26540","0","100","0"
"26560","0","100","0"
"26580","0","100","0"
"26600","0","96","4"
"26620","0","96","4"
"26640","0","95","5"
"26660","0","98","2"
"26680","0","98","2"
"26700","0","100","0"
"26720","0","100","0"
"26740","0","100","0"
"26760","0","100","0"
"26780","0","100","0"
"26800","0","100","0"
"26820","0","100","0"
"26840","0","100","0"
"26860","0","100","0"
"26880","0","100","0"
"26900","0","100","0"
"26920","0","100","0"
"26940","0","100","0"
"26960","0","100","0"
"26980","0","100","0"
"27000","0","100","0"
"27020","0","100","0"
"27040","0","100","0"
"27060","0","100","0"
"27080","0","100","0"
"27100","0","100","0"
"27120","0","100","0"
"27140","0","100","0"
"27160","0","100","0"
"27180","0","100","0"
"27200","0","100","0"
"27220","0","100","0"
"27240","0","100","0"
"27260","0","100","0"
"27280","0","100","0"
"27300","0","100","0"
"27320","0","100","0"
"27340","3","96","1"
"27360","2","89","9"
"27380","5","87","8"
"27400","9","77","14"
"27420","4","80","16"
"27440","14","42","44"
"27460","19","47","34"
"27480","30","36","34"
"27500","15","54","31"
"27520","7","58","35"
"27540","2","84","14"
"27560","1","97","2"
"27580","0","100","0"
"27600","0","98","2"
"27620","0","100","0"
"27640","1","99","0"
"27660","0","100","0"
"27680","2","98","0"
"27700","1","99","0"
"27720","0","100","0"
"27740","0","100","0"
"27760","0","100","0"
"27780","0","100","0"
"27800","0","100","0"
"27820","0","100","0"
"27840","0","100","0"
"27860","0","100","0"
"27880","0","100","0"
"27900","0","100","0"
"27920","0","100","0"
"27940","0","100","0"
"27960","0","100","0"
"27980","0","100","0"
"28000","0","100","0"
"28020","0","100","0"
"28040","0","100","0"
"28060","0","100","0"
"28080","7","93","0"
"28100","4","96","0"
"28120","17","83","0"
"28140","3","97","0"
"28160","22","78","0"
"28180","20","80","0"
"28200","25","75","0"
"28220","9","91","0"
"28240","6","91","3"
"28260","1","96","3"
"28280","0","99","1"
"28300","1","98","1"
"28320","0","100","0"
"28340","0","99","1"
"28360","0","99","1"
"28380","0","100","0"
"28400","0","100","0"
"28420","0","100","0"
"28440","0","100","0"
"28460","0","100","0"
"28480","0","100","0"
"28500","0","100","0"
"28520","0","100","0"
"28540","0","100","0"
"28560","1","99","0"
"28580","1","96","3"
"28600","5","89","6"
"28620","3","82","15"
"28640","2","86","12"
"28660","2","83","15"
"28680","2","88","10"
"28700","1","89","10"
"28720","0","92","8"
"28740","2","87","11"
"28760","1","97","2"
"28780","10","87","3"
"28800","15","73","12"
"28820","44","49","7"
"28840","59","30","11"
"28860","56","39","5"
"28880","47","38","15"
"28900","72","26","2"
"28920","59","30","11"
"28940","70","23","7"
"28960","71","26","3"
"28980","72","25","3"
"29000","60","30","10"
"29020","44","26","30"
"29040","61","26","13"
"29060","63","18","19"
"29080","46","32","22"
"29100","35","61","4"
"29120","31","69","0"
"29140","13","84","3"
"29160","23","73","4"
"29180","10","87","3"
"29200","3","96","1"
"29220","11","86","3"
"29240","1","93","6"
"29260","6","93","1"
"29280","18","73","9"
"29300","27","42","31"
"29320","17","44","39"
"29340","19","57","24"
"29360","35","55","10"
"29380","61","36","3"
"29400","82","14","4"
"29420","72","27","1"
"29440","69","30","1"
"29460","90","10","0"
"29480","78","21","1"
"29500","90","10","0"
"29520","98","1","1"
"29540","95","5","0"
"29560","95","4","1"
"29580","89","10","1"
"29600","91","1","8"
"29620","94","3","3"
"29640","94","0","6"
"29660","99","1","0"
"29680","87","10","3"
"29700","13","86","1"
"29720","5","95","0"
"29740","5","90","5"
"29760","8","76","16"
"29780","4","73","23"
"29800","2","86","12"
"29820","0","94","6"
"29840","0","92","8"
"29860","0","99","1"
"29880","0","89","11"
"29900","0","71","29"
"29920","0","62","38"
"29940","12","61","27"
"29960","9","51","40"
"29980","5","70","25"
"30000","22","52","26"
"30020","23","72","5"
"30040","12","57","31"
"30060","53","30","17"
"30080","40","48","12"
"30100","21","62","17"
"30120","44","52","4"
"30140","29","62","9"
"30160","32","67","1"
"30180","16","82","2"
"30200","11","87","2"
"30220","10","90","0"
"30240","1","99","0"
"30260","0","100","0"
"30280","0","100","0"
"30300","0","100","0"
"30320","0","100","0"
"30340","0","100","0"
"30360","0","100","0"
"30380","0","100","0"
"30400","0","100","0"
"30420","0","100","0"
