CenterPos,Eidolon_helvum,GX2018-BtCoV92,HKU9,GCCDC1,Alternate,Alternate_ID,Query
6461,1,0.93,0.94,0.94,0.84,Pteropus_rufus,Rousettus_madagascariensis
6481,1,0.93,0.94,0.94,0.89,Pteropus_rufus,Rousettus_madagascariensis
6501,1,0.93,0.93,0.92,0.86,Pteropus_rufus,Rousettus_madagascariensis
6521,1,0.93,0.93,0.92,0.89,Pteropus_rufus,Rousettus_madagascariensis
6541,1,0.91,0.93,0.9,0.87,Pteropus_rufus,Rousettus_madagascariensis
6561,1,0.91,0.93,0.9,0.87,Pteropus_rufus,Rousettus_madagascariensis
6581,1,0.91,0.93,0.9,0.87,Pteropus_rufus,Rousettus_madagascariensis
6601,1,0.91,0.93,0.9,0.87,Pteropus_rufus,Rousettus_madagascariensis
6621,1,0.91,0.93,0.9,0.87,Pteropus_rufus,Rousettus_madagascariensis
6641,1,0.91,0.93,0.9,0.87,Pteropus_rufus,Rousettus_madagascariensis
6661,0.99,0.86,0.84,0.81,0.76,Pteropus_rufus,Rousettus_madagascariensis
6681,0.99,0.86,0.86,0.82,0.75,Pteropus_rufus,Rousettus_madagascariensis
6701,0.99,0.84,0.86,0.82,0.73,Pteropus_rufus,Rousettus_madagascariensis
6721,0.98,0.84,0.88,0.83,0.74,Pteropus_rufus,Rousettus_madagascariensis
6741,0.99,0.88,0.88,0.86,0.76,Pteropus_rufus,Rousettus_madagascariensis
6761,1,0.9,0.92,0.88,0.82,Pteropus_rufus,Rousettus_madagascariensis
6781,1,0.87,0.9,0.84,0.83,Pteropus_rufus,Rousettus_madagascariensis
6801,1,0.9,0.92,0.86,0.81,Pteropus_rufus,Rousettus_madagascariensis
6821,1,0.92,0.95,0.86,0.86,Pteropus_rufus,Rousettus_madagascariensis
6841,1,0.9,0.93,0.86,0.9,Pteropus_rufus,Rousettus_madagascariensis
6861,1,0.91,0.95,0.91,0.92,Pteropus_rufus,Rousettus_madagascariensis
6881,1,0.92,0.94,0.91,0.92,Pteropus_rufus,Rousettus_madagascariensis
6901,1,0.91,0.94,0.92,0.93,Pteropus_rufus,Rousettus_madagascariensis
6921,1,0.93,0.94,0.93,0.92,Pteropus_rufus,Rousettus_madagascariensis
6941,1,0.92,0.95,0.92,0.92,Pteropus_rufus,Rousettus_madagascariensis
6961,1,0.91,0.94,0.91,0.91,Pteropus_rufus,Rousettus_madagascariensis
6981,0.99,0.91,0.94,0.94,0.87,Pteropus_rufus,Rousettus_madagascariensis
7001,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7021,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7041,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7061,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7081,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7101,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7121,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7141,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7161,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7181,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7201,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7221,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7241,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7261,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7281,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7301,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7321,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7341,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7361,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7381,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7401,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7421,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7441,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7461,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7481,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7501,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7521,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7541,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7561,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7581,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7601,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7621,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7641,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7661,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7681,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7701,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7721,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7741,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7761,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7781,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7801,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7821,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7841,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7861,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7881,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7901,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7921,0.98,0.9,0.95,0.91,0.89,Pteropus_rufus,Rousettus_madagascariensis
7941,0.88,0.72,0.74,0.76,0.76,Pteropus_rufus,Rousettus_madagascariensis
7961,0.88,0.72,0.74,0.76,0.76,Pteropus_rufus,Rousettus_madagascariensis
7981,0.88,0.72,0.74,0.76,0.76,Pteropus_rufus,Rousettus_madagascariensis
8001,0.88,0.72,0.74,0.76,0.76,Pteropus_rufus,Rousettus_madagascariensis
8021,0.95,0.73,0.77,0.81,0.84,Pteropus_rufus,Rousettus_madagascariensis
8041,0.95,0.74,0.76,0.83,0.84,Pteropus_rufus,Rousettus_madagascariensis
8061,0.96,0.75,0.76,0.82,0.86,Pteropus_rufus,Rousettus_madagascariensis
8081,0.96,0.78,0.79,0.82,0.87,Pteropus_rufus,Rousettus_madagascariensis
8101,0.97,0.78,0.83,0.84,0.87,Pteropus_rufus,Rousettus_madagascariensis
8121,0.96,0.83,0.85,0.87,0.92,Pteropus_rufus,Rousettus_madagascariensis
8141,0.95,0.86,0.87,0.9,0.91,Pteropus_rufus,Rousettus_madagascariensis
8161,0.95,0.85,0.87,0.89,0.89,Pteropus_rufus,Rousettus_madagascariensis
8181,0.92,0.87,0.87,0.84,0.84,Pteropus_rufus,Rousettus_madagascariensis
8201,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8221,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8241,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8261,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8281,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8301,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8321,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8341,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8361,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8381,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8401,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8421,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8441,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8461,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8481,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8501,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8521,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8541,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8561,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8581,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8601,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8621,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8641,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8661,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8681,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8701,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8721,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8741,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8761,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8781,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8801,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8821,0.91,0.91,0.89,0.88,0.84,Pteropus_rufus,Rousettus_madagascariensis
8841,0.99,0.86,0.81,0.8,0.73,Pteropus_rufus,Rousettus_madagascariensis
8861,1,0.85,0.81,0.82,0.74,Pteropus_rufus,Rousettus_madagascariensis
8881,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
8901,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
8921,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
8941,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
8961,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
8981,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
9001,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
9021,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
9041,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
9061,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
9081,1,0.85,0.78,0.85,0.71,Pteropus_rufus,Rousettus_madagascariensis
9101,0.95,0.82,0.83,0.82,0.83,Pteropus_rufus,Rousettus_madagascariensis
9121,0.96,0.85,0.87,0.83,0.84,Pteropus_rufus,Rousettus_madagascariensis
9141,0.94,0.82,0.84,0.79,0.83,Pteropus_rufus,Rousettus_madagascariensis
9161,0.96,0.84,0.86,0.81,0.85,Pteropus_rufus,Rousettus_madagascariensis
9181,0.99,0.89,0.89,0.85,0.86,Pteropus_rufus,Rousettus_madagascariensis
9201,0.99,0.85,0.87,0.79,0.85,Pteropus_rufus,Rousettus_madagascariensis
9221,0.97,0.83,0.85,0.78,0.82,Pteropus_rufus,Rousettus_madagascariensis
9241,0.97,0.84,0.9,0.79,0.87,Pteropus_rufus,Rousettus_madagascariensis
9261,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9281,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9301,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9321,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9341,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9361,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9381,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9401,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9421,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9441,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9461,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9481,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9501,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9521,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9541,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9561,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9581,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9601,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9621,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9641,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9661,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9681,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9701,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9721,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9741,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9761,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9781,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9801,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9821,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9841,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9861,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9881,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9901,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9921,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9941,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9961,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
9981,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
10001,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
10021,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
10041,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
10061,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
10081,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
10101,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
10121,0.97,0.84,0.9,0.8,0.87,Pteropus_rufus,Rousettus_madagascariensis
101,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
121,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
141,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
161,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
181,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
201,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
221,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
241,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
261,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
281,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
301,1,1,1,1,1,Rousettus_madagascariensis,Pteropus_rufus
321,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
341,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
361,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
381,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
401,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
421,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
441,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
461,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
481,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
501,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
521,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
541,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
561,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
581,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
601,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
621,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
641,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
661,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
681,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
701,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
721,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
741,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
761,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
781,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
801,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
821,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
841,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
861,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
881,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
901,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
921,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
941,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
961,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
981,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1001,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1021,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1041,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1061,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1081,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1101,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1121,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1141,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1161,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1181,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1201,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1221,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1241,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1261,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1281,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1301,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1321,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1341,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1361,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1381,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1401,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1421,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1441,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1461,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1481,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1501,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1521,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1541,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1561,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1581,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1601,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1621,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1641,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1661,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1681,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1701,0.66,0.71,0.73,0.67,0.66,Rousettus_madagascariensis,Pteropus_rufus
1721,0.72,0.63,0.61,0.7,0.75,Rousettus_madagascariensis,Pteropus_rufus
1741,0.66,0.55,0.52,0.63,0.7,Rousettus_madagascariensis,Pteropus_rufus
1761,0.65,0.56,0.53,0.6,0.68,Rousettus_madagascariensis,Pteropus_rufus
1781,0.68,0.58,0.56,0.6,0.69,Rousettus_madagascariensis,Pteropus_rufus
1801,0.74,0.62,0.65,0.63,0.73,Rousettus_madagascariensis,Pteropus_rufus
1821,0.75,0.71,0.7,0.63,0.73,Rousettus_madagascariensis,Pteropus_rufus
1841,0.72,0.68,0.68,0.59,0.71,Rousettus_madagascariensis,Pteropus_rufus
1861,0.75,0.64,0.61,0.58,0.73,Rousettus_madagascariensis,Pteropus_rufus
1881,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
1901,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
1921,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
1941,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
1961,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
1981,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2001,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2021,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2041,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2061,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2081,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2101,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2121,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2141,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2161,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2181,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2201,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2221,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2241,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2261,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2281,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2301,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2321,0.71,0.6,0.58,0.56,0.69,Rousettus_madagascariensis,Pteropus_rufus
2341,0.77,0.86,0.83,0.83,0.77,Rousettus_madagascariensis,Pteropus_rufus
2361,0.8,0.86,0.84,0.83,0.8,Rousettus_madagascariensis,Pteropus_rufus
2381,0.81,0.86,0.86,0.86,0.8,Rousettus_madagascariensis,Pteropus_rufus
2401,0.81,0.84,0.84,0.84,0.8,Rousettus_madagascariensis,Pteropus_rufus
2421,0.76,0.81,0.79,0.84,0.75,Rousettus_madagascariensis,Pteropus_rufus
2441,0.76,0.81,0.79,0.81,0.76,Rousettus_madagascariensis,Pteropus_rufus
2461,0.78,0.85,0.81,0.83,0.78,Rousettus_madagascariensis,Pteropus_rufus
2481,0.75,0.84,0.78,0.78,0.75,Rousettus_madagascariensis,Pteropus_rufus
2501,0.7,0.79,0.73,0.73,0.69,Rousettus_madagascariensis,Pteropus_rufus
2521,0.72,0.79,0.72,0.73,0.72,Rousettus_madagascariensis,Pteropus_rufus
2541,0.73,0.8,0.72,0.73,0.73,Rousettus_madagascariensis,Pteropus_rufus
