CenterPos,Eidolon_helvum,HKU9,Alternate,Alternate_ID,Query
8701,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8721,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8741,0.91,0.81,0.84,Pteropus_rufus,R_madagascariensis
8761,0.99,0.81,0.72,Pteropus_rufus,R_madagascariensis
8781,0.99,0.78,0.72,Pteropus_rufus,R_madagascariensis
8801,1,0.79,0.72,Pteropus_rufus,R_madagascariensis
8821,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
8841,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
8861,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
8881,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
8901,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
8921,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
8941,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
8961,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
8981,1,0.78,0.71,Pteropus_rufus,R_madagascariensis
9001,0.95,0.85,0.85,Pteropus_rufus,R_madagascariensis
9021,0.95,0.83,0.83,Pteropus_rufus,R_madagascariensis
9041,0.96,0.86,0.84,Pteropus_rufus,R_madagascariensis
9061,0.94,0.83,0.83,Pteropus_rufus,R_madagascariensis
9081,0.96,0.85,0.85,Pteropus_rufus,R_madagascariensis
9101,0.99,0.88,0.87,Pteropus_rufus,R_madagascariensis
9121,0.99,0.86,0.85,Pteropus_rufus,R_madagascariensis
9141,0.97,0.84,0.83,Pteropus_rufus,R_madagascariensis
9161,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9181,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9201,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9221,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9241,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9261,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9281,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9301,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9321,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9341,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9361,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9381,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9401,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9421,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9441,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9461,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9481,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9501,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9521,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9541,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9561,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9581,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9601,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9621,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9641,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9661,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9681,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9701,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
9721,0.97,0.88,0.87,Pteropus_rufus,R_madagascariensis
101,1,1,1,R_madagascariensis,Pteropus_rufus
121,1,1,1,R_madagascariensis,Pteropus_rufus
141,1,1,1,R_madagascariensis,Pteropus_rufus
161,1,1,1,R_madagascariensis,Pteropus_rufus
181,1,1,1,R_madagascariensis,Pteropus_rufus
201,1,1,1,R_madagascariensis,Pteropus_rufus
221,1,1,1,R_madagascariensis,Pteropus_rufus
241,1,1,1,R_madagascariensis,Pteropus_rufus
261,0.44,0.67,0.48,R_madagascariensis,Pteropus_rufus
281,0.44,0.67,0.48,R_madagascariensis,Pteropus_rufus
301,0.56,0.71,0.59,R_madagascariensis,Pteropus_rufus
321,0.6,0.71,0.63,R_madagascariensis,Pteropus_rufus
341,0.59,0.68,0.62,R_madagascariensis,Pteropus_rufus
361,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
381,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
401,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
421,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
441,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
461,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
481,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
501,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
521,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
541,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
561,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
581,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
601,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
621,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
641,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
661,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
681,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
701,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
721,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
741,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
761,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
781,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
801,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
821,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
841,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
861,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
881,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
901,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
921,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
941,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
961,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
981,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1001,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1021,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1041,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1061,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1081,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1101,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1121,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1141,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1161,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1181,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1201,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1221,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1241,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1261,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1281,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1301,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1321,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1341,0.56,0.64,0.59,R_madagascariensis,Pteropus_rufus
1361,0.49,0.51,0.49,R_madagascariensis,Pteropus_rufus
1381,0.51,0.51,0.51,R_madagascariensis,Pteropus_rufus
1401,0.55,0.48,0.55,R_madagascariensis,Pteropus_rufus
1421,0.62,0.42,0.6,R_madagascariensis,Pteropus_rufus
1441,0.66,0.43,0.64,R_madagascariensis,Pteropus_rufus
1461,0.57,0.25,0.55,R_madagascariensis,Pteropus_rufus
1481,0.63,0.29,0.62,R_madagascariensis,Pteropus_rufus
1501,0.55,0.09,0.53,R_madagascariensis,Pteropus_rufus
1521,0.51,0.21,0.5,R_madagascariensis,Pteropus_rufus
1541,0.53,0.2,0.56,R_madagascariensis,Pteropus_rufus
1561,0.54,0.27,0.57,R_madagascariensis,Pteropus_rufus
1581,0.48,0.23,0.5,R_madagascariensis,Pteropus_rufus
1601,0.51,0.36,0.53,R_madagascariensis,Pteropus_rufus
1621,0.48,0.43,0.53,R_madagascariensis,Pteropus_rufus
1641,0.53,0.5,0.58,R_madagascariensis,Pteropus_rufus
1661,0.63,0.57,0.67,R_madagascariensis,Pteropus_rufus
1681,0.53,0.47,0.57,R_madagascariensis,Pteropus_rufus
1701,0.6,0.53,0.63,R_madagascariensis,Pteropus_rufus
1721,0.63,0.57,0.64,R_madagascariensis,Pteropus_rufus
1741,0.65,0.61,0.63,R_madagascariensis,Pteropus_rufus
1761,0.67,0.62,0.65,R_madagascariensis,Pteropus_rufus
1781,0.72,0.61,0.7,R_madagascariensis,Pteropus_rufus
1801,0.69,0.55,0.67,R_madagascariensis,Pteropus_rufus
1821,0.67,0.48,0.65,R_madagascariensis,Pteropus_rufus
1841,0.57,0.39,0.55,R_madagascariensis,Pteropus_rufus
1861,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
1881,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
1901,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
1921,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
1941,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
1961,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
1981,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2001,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2021,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2041,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2061,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2081,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2101,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2121,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2141,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2161,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2181,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2201,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2221,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2241,0.52,0.32,0.5,R_madagascariensis,Pteropus_rufus
2261,0.72,0.78,0.72,R_madagascariensis,Pteropus_rufus
2281,0.76,0.82,0.76,R_madagascariensis,Pteropus_rufus
2301,0.81,0.86,0.8,R_madagascariensis,Pteropus_rufus
2321,0.79,0.87,0.78,R_madagascariensis,Pteropus_rufus
2341,0.75,0.8,0.74,R_madagascariensis,Pteropus_rufus
2361,0.69,0.77,0.69,R_madagascariensis,Pteropus_rufus
2381,0.74,0.79,0.73,R_madagascariensis,Pteropus_rufus
2401,0.7,0.75,0.7,R_madagascariensis,Pteropus_rufus
2421,0.69,0.75,0.68,R_madagascariensis,Pteropus_rufus
2441,0.69,0.7,0.68,R_madagascariensis,Pteropus_rufus
2461,0.69,0.72,0.69,R_madagascariensis,Pteropus_rufus
2481,0.71,0.69,0.71,R_madagascariensis,Pteropus_rufus
2501,0.68,0.68,0.68,R_madagascariensis,Pteropus_rufus
2521,0.68,0.66,0.68,R_madagascariensis,Pteropus_rufus
2541,0.71,0.75,0.71,R_madagascariensis,Pteropus_rufus
2561,0.77,0.79,0.77,R_madagascariensis,Pteropus_rufus
2581,0.75,0.79,0.74,R_madagascariensis,Pteropus_rufus
2601,0.78,0.81,0.76,R_madagascariensis,Pteropus_rufus
2621,0.79,0.8,0.77,R_madagascariensis,Pteropus_rufus
2641,0.8,0.76,0.8,R_madagascariensis,Pteropus_rufus
2661,0.82,0.76,0.82,R_madagascariensis,Pteropus_rufus
2681,0.78,0.73,0.78,R_madagascariensis,Pteropus_rufus
2701,0.75,0.61,0.75,R_madagascariensis,Pteropus_rufus
2721,0.76,0.63,0.74,R_madagascariensis,Pteropus_rufus
2741,0.71,0.55,0.69,R_madagascariensis,Pteropus_rufus
2761,0.65,0.47,0.62,R_madagascariensis,Pteropus_rufus
2781,0.64,0.48,0.63,R_madagascariensis,Pteropus_rufus
2801,0.67,0.54,0.66,R_madagascariensis,Pteropus_rufus
2821,0.65,0.59,0.64,R_madagascariensis,Pteropus_rufus
2841,0.65,0.67,0.62,R_madagascariensis,Pteropus_rufus
2861,0.63,0.69,0.6,R_madagascariensis,Pteropus_rufus
2881,0.66,0.71,0.63,R_madagascariensis,Pteropus_rufus
2901,0.65,0.73,0.62,R_madagascariensis,Pteropus_rufus
2921,0.65,0.73,0.62,R_madagascariensis,Pteropus_rufus
2941,0.65,0.73,0.62,R_madagascariensis,Pteropus_rufus
2961,0.65,0.73,0.62,R_madagascariensis,Pteropus_rufus
2981,0.65,0.73,0.62,R_madagascariensis,Pteropus_rufus
3001,0.65,0.73,0.62,R_madagascariensis,Pteropus_rufus
3021,0.65,0.73,0.62,R_madagascariensis,Pteropus_rufus
3041,0.68,0.6,0.68,R_madagascariensis,Pteropus_rufus
3061,0.7,0.57,0.7,R_madagascariensis,Pteropus_rufus
3081,0.7,0.58,0.7,R_madagascariensis,Pteropus_rufus
3101,0.75,0.69,0.75,R_madagascariensis,Pteropus_rufus
3121,0.82,0.74,0.82,R_madagascariensis,Pteropus_rufus
3141,0.79,0.78,0.79,R_madagascariensis,Pteropus_rufus
3161,0.82,0.78,0.82,R_madagascariensis,Pteropus_rufus
3181,0.81,0.77,0.81,R_madagascariensis,Pteropus_rufus
3201,0.85,0.79,0.85,R_madagascariensis,Pteropus_rufus
3221,0.82,0.79,0.82,R_madagascariensis,Pteropus_rufus
3241,0.8,0.81,0.8,R_madagascariensis,Pteropus_rufus
3261,0.82,0.83,0.82,R_madagascariensis,Pteropus_rufus
3281,0.84,0.86,0.84,R_madagascariensis,Pteropus_rufus
3301,0.8,0.86,0.8,R_madagascariensis,Pteropus_rufus
3321,0.73,0.85,0.73,R_madagascariensis,Pteropus_rufus
3341,0.74,0.81,0.74,R_madagascariensis,Pteropus_rufus
3361,0.67,0.8,0.67,R_madagascariensis,Pteropus_rufus
3381,0.72,0.85,0.72,R_madagascariensis,Pteropus_rufus
3401,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3421,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3441,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3461,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3481,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3501,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3521,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3541,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3561,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3581,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3601,0.67,0.83,0.67,R_madagascariensis,Pteropus_rufus
3621,0.48,0.59,0.47,R_madagascariensis,Pteropus_rufus
3641,0.56,0.69,0.59,R_madagascariensis,Pteropus_rufus
3661,0.67,0.72,0.7,R_madagascariensis,Pteropus_rufus
3681,0.66,0.7,0.68,R_madagascariensis,Pteropus_rufus
3701,0.67,0.68,0.69,R_madagascariensis,Pteropus_rufus
3721,0.65,0.64,0.68,R_madagascariensis,Pteropus_rufus
3741,0.78,0.73,0.78,R_madagascariensis,Pteropus_rufus
3761,0.72,0.69,0.72,R_madagascariensis,Pteropus_rufus
3781,0.7,0.72,0.7,R_madagascariensis,Pteropus_rufus
3801,0.72,0.75,0.72,R_madagascariensis,Pteropus_rufus
3821,0.76,0.79,0.76,R_madagascariensis,Pteropus_rufus
3841,0.73,0.78,0.73,R_madagascariensis,Pteropus_rufus
3861,0.71,0.77,0.71,R_madagascariensis,Pteropus_rufus
3881,0.74,0.8,0.74,R_madagascariensis,Pteropus_rufus
3901,0.74,0.78,0.74,R_madagascariensis,Pteropus_rufus
3921,0.71,0.79,0.71,R_madagascariensis,Pteropus_rufus
3941,0.68,0.76,0.68,R_madagascariensis,Pteropus_rufus
3961,0.7,0.75,0.7,R_madagascariensis,Pteropus_rufus
3981,0.65,0.73,0.65,R_madagascariensis,Pteropus_rufus
4001,0.66,0.67,0.66,R_madagascariensis,Pteropus_rufus
4021,0.65,0.66,0.65,R_madagascariensis,Pteropus_rufus
4041,0.69,0.66,0.69,R_madagascariensis,Pteropus_rufus
4061,0.71,0.68,0.71,R_madagascariensis,Pteropus_rufus
4081,0.69,0.65,0.69,R_madagascariensis,Pteropus_rufus
4101,0.74,0.71,0.74,R_madagascariensis,Pteropus_rufus
4121,0.78,0.74,0.78,R_madagascariensis,Pteropus_rufus
4141,0.82,0.78,0.82,R_madagascariensis,Pteropus_rufus
4161,0.84,0.8,0.84,R_madagascariensis,Pteropus_rufus
4181,0.88,0.82,0.88,R_madagascariensis,Pteropus_rufus
4201,0.88,0.87,0.88,R_madagascariensis,Pteropus_rufus
4221,0.87,0.85,0.87,R_madagascariensis,Pteropus_rufus
4241,0.85,0.84,0.85,R_madagascariensis,Pteropus_rufus
4261,0.87,0.85,0.87,R_madagascariensis,Pteropus_rufus
4281,0.9,0.9,0.9,R_madagascariensis,Pteropus_rufus
4301,0.9,0.9,0.9,R_madagascariensis,Pteropus_rufus
4321,0.91,0.91,0.91,R_madagascariensis,Pteropus_rufus
4341,0.87,0.87,0.87,R_madagascariensis,Pteropus_rufus
4361,0.85,0.85,0.85,R_madagascariensis,Pteropus_rufus
4381,0.88,0.86,0.88,R_madagascariensis,Pteropus_rufus
4401,0.88,0.88,0.88,R_madagascariensis,Pteropus_rufus
4421,0.9,0.9,0.9,R_madagascariensis,Pteropus_rufus
4441,0.9,0.9,0.9,R_madagascariensis,Pteropus_rufus
4461,0.85,0.84,0.85,R_madagascariensis,Pteropus_rufus
4481,0.85,0.84,0.85,R_madagascariensis,Pteropus_rufus
4501,0.84,0.81,0.84,R_madagascariensis,Pteropus_rufus
4521,0.86,0.83,0.86,R_madagascariensis,Pteropus_rufus
4541,0.89,0.86,0.89,R_madagascariensis,Pteropus_rufus
4561,0.93,0.89,0.93,R_madagascariensis,Pteropus_rufus
4581,0.93,0.88,0.93,R_madagascariensis,Pteropus_rufus
4601,0.93,0.89,0.93,R_madagascariensis,Pteropus_rufus
4621,0.93,0.89,0.93,R_madagascariensis,Pteropus_rufus
4641,0.95,0.89,0.95,R_madagascariensis,Pteropus_rufus
4661,0.99,0.94,0.99,R_madagascariensis,Pteropus_rufus
4681,0.97,0.93,0.97,R_madagascariensis,Pteropus_rufus
4701,0.97,0.95,0.97,R_madagascariensis,Pteropus_rufus
4721,0.97,0.95,0.97,R_madagascariensis,Pteropus_rufus
4741,0.97,0.95,0.97,R_madagascariensis,Pteropus_rufus
4761,0.98,0.95,0.98,R_madagascariensis,Pteropus_rufus
4781,0.96,0.95,0.96,R_madagascariensis,Pteropus_rufus
4801,0.95,0.94,0.95,R_madagascariensis,Pteropus_rufus
4821,0.95,0.94,0.95,R_madagascariensis,Pteropus_rufus
4841,0.95,0.95,0.95,R_madagascariensis,Pteropus_rufus
4861,0.95,0.93,0.95,R_madagascariensis,Pteropus_rufus
4881,0.97,0.95,0.97,R_madagascariensis,Pteropus_rufus
4901,0.97,0.95,0.97,R_madagascariensis,Pteropus_rufus
4921,0.96,0.93,0.96,R_madagascariensis,Pteropus_rufus
4941,0.94,0.93,0.93,R_madagascariensis,Pteropus_rufus
4961,0.93,0.93,0.92,R_madagascariensis,Pteropus_rufus
4981,0.91,0.93,0.9,R_madagascariensis,Pteropus_rufus
5001,0.92,0.92,0.91,R_madagascariensis,Pteropus_rufus
5021,0.92,0.92,0.91,R_madagascariensis,Pteropus_rufus
5041,0.92,0.92,0.91,R_madagascariensis,Pteropus_rufus
5061,0.92,0.95,0.9,R_madagascariensis,Pteropus_rufus
5081,0.9,0.93,0.88,R_madagascariensis,Pteropus_rufus
5101,0.88,0.94,0.87,R_madagascariensis,Pteropus_rufus
5121,0.89,0.94,0.87,R_madagascariensis,Pteropus_rufus
5141,0.86,0.92,0.86,R_madagascariensis,Pteropus_rufus
5161,0.89,0.91,0.89,R_madagascariensis,Pteropus_rufus
5181,0.92,0.92,0.92,R_madagascariensis,Pteropus_rufus
5201,0.91,0.94,0.91,R_madagascariensis,Pteropus_rufus
5221,0.88,0.91,0.88,R_madagascariensis,Pteropus_rufus
5241,0.88,0.91,0.88,R_madagascariensis,Pteropus_rufus
5261,0.84,0.89,0.84,R_madagascariensis,Pteropus_rufus
5281,0.86,0.9,0.86,R_madagascariensis,Pteropus_rufus
5301,0.88,0.9,0.88,R_madagascariensis,Pteropus_rufus
5321,0.86,0.89,0.86,R_madagascariensis,Pteropus_rufus
5341,0.87,0.91,0.87,R_madagascariensis,Pteropus_rufus
5361,0.85,0.91,0.85,R_madagascariensis,Pteropus_rufus
5381,0.83,0.89,0.83,R_madagascariensis,Pteropus_rufus
5401,0.8,0.87,0.8,R_madagascariensis,Pteropus_rufus
5421,0.84,0.91,0.84,R_madagascariensis,Pteropus_rufus
5441,0.83,0.88,0.83,R_madagascariensis,Pteropus_rufus
5461,0.88,0.91,0.88,R_madagascariensis,Pteropus_rufus
5481,0.87,0.9,0.87,R_madagascariensis,Pteropus_rufus
5501,0.85,0.89,0.85,R_madagascariensis,Pteropus_rufus
5521,0.88,0.92,0.88,R_madagascariensis,Pteropus_rufus
5541,0.89,0.91,0.89,R_madagascariensis,Pteropus_rufus
5561,0.89,0.9,0.89,R_madagascariensis,Pteropus_rufus
5581,0.87,0.88,0.87,R_madagascariensis,Pteropus_rufus
5601,0.9,0.9,0.9,R_madagascariensis,Pteropus_rufus
5621,0.89,0.88,0.89,R_madagascariensis,Pteropus_rufus
5641,0.89,0.89,0.89,R_madagascariensis,Pteropus_rufus
5661,0.87,0.87,0.87,R_madagascariensis,Pteropus_rufus
5681,0.86,0.85,0.86,R_madagascariensis,Pteropus_rufus
5701,0.89,0.86,0.89,R_madagascariensis,Pteropus_rufus
5721,0.87,0.84,0.87,R_madagascariensis,Pteropus_rufus
5741,0.87,0.83,0.87,R_madagascariensis,Pteropus_rufus
5761,0.89,0.82,0.89,R_madagascariensis,Pteropus_rufus
5781,0.91,0.85,0.91,R_madagascariensis,Pteropus_rufus
5801,0.91,0.84,0.91,R_madagascariensis,Pteropus_rufus
5821,0.92,0.85,0.92,R_madagascariensis,Pteropus_rufus
5841,0.93,0.88,0.93,R_madagascariensis,Pteropus_rufus
5861,0.93,0.9,0.93,R_madagascariensis,Pteropus_rufus
5881,0.93,0.86,0.93,R_madagascariensis,Pteropus_rufus
5901,0.92,0.87,0.92,R_madagascariensis,Pteropus_rufus
5921,0.92,0.86,0.92,R_madagascariensis,Pteropus_rufus
5941,0.93,0.87,0.93,R_madagascariensis,Pteropus_rufus
5961,0.92,0.87,0.92,R_madagascariensis,Pteropus_rufus
5981,0.93,0.89,0.93,R_madagascariensis,Pteropus_rufus
6001,0.92,0.89,0.92,R_madagascariensis,Pteropus_rufus
6021,0.93,0.9,0.93,R_madagascariensis,Pteropus_rufus
6041,0.91,0.88,0.91,R_madagascariensis,Pteropus_rufus
6061,0.89,0.85,0.89,R_madagascariensis,Pteropus_rufus
6081,0.89,0.89,0.89,R_madagascariensis,Pteropus_rufus
6101,0.87,0.87,0.87,R_madagascariensis,Pteropus_rufus
6121,0.9,0.9,0.89,R_madagascariensis,Pteropus_rufus
6141,0.88,0.91,0.88,R_madagascariensis,Pteropus_rufus
6161,0.89,0.94,0.89,R_madagascariensis,Pteropus_rufus
6181,0.86,0.92,0.86,R_madagascariensis,Pteropus_rufus
6201,0.81,0.88,0.81,R_madagascariensis,Pteropus_rufus
6221,0.81,0.87,0.8,R_madagascariensis,Pteropus_rufus
6241,0.79,0.87,0.79,R_madagascariensis,Pteropus_rufus
6261,0.82,0.89,0.82,R_madagascariensis,Pteropus_rufus
6281,0.82,0.84,0.82,R_madagascariensis,Pteropus_rufus
6301,0.85,0.86,0.85,R_madagascariensis,Pteropus_rufus
6321,0.83,0.84,0.83,R_madagascariensis,Pteropus_rufus
6341,0.84,0.83,0.84,R_madagascariensis,Pteropus_rufus
6361,0.8,0.78,0.8,R_madagascariensis,Pteropus_rufus
6381,0.83,0.75,0.83,R_madagascariensis,Pteropus_rufus
6401,0.89,0.79,0.89,R_madagascariensis,Pteropus_rufus
6421,0.85,0.74,0.85,R_madagascariensis,Pteropus_rufus
6441,0.88,0.77,0.88,R_madagascariensis,Pteropus_rufus
6461,0.86,0.75,0.86,R_madagascariensis,Pteropus_rufus
6481,0.83,0.75,0.83,R_madagascariensis,Pteropus_rufus
6501,0.83,0.75,0.83,R_madagascariensis,Pteropus_rufus
6521,0.84,0.75,0.85,R_madagascariensis,Pteropus_rufus
6541,0.79,0.66,0.79,R_madagascariensis,Pteropus_rufus
6561,0.77,0.64,0.77,R_madagascariensis,Pteropus_rufus
6581,0.71,0.66,0.71,R_madagascariensis,Pteropus_rufus
6601,0.71,0.68,0.71,R_madagascariensis,Pteropus_rufus
6621,0.7,0.67,0.71,R_madagascariensis,Pteropus_rufus
6641,0.7,0.65,0.7,R_madagascariensis,Pteropus_rufus
6661,0.71,0.69,0.71,R_madagascariensis,Pteropus_rufus
6681,0.79,0.76,0.8,R_madagascariensis,Pteropus_rufus
6701,0.8,0.73,0.8,R_madagascariensis,Pteropus_rufus
6721,0.77,0.72,0.77,R_madagascariensis,Pteropus_rufus
6741,0.8,0.78,0.8,R_madagascariensis,Pteropus_rufus
6761,0.85,0.81,0.85,R_madagascariensis,Pteropus_rufus
6781,0.9,0.83,0.9,R_madagascariensis,Pteropus_rufus
6801,0.91,0.85,0.91,R_madagascariensis,Pteropus_rufus
6821,0.91,0.85,0.91,R_madagascariensis,Pteropus_rufus
6841,0.9,0.85,0.9,R_madagascariensis,Pteropus_rufus
6861,0.89,0.84,0.89,R_madagascariensis,Pteropus_rufus
6881,0.88,0.84,0.88,R_madagascariensis,Pteropus_rufus
6901,0.87,0.84,0.85,R_madagascariensis,Pteropus_rufus
6921,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
6941,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
6961,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
6981,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7001,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7021,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7041,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7061,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7081,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7101,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7121,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7141,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7161,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7181,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7201,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7221,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7241,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7261,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7281,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7301,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
7321,0.9,0.85,0.88,R_madagascariensis,Pteropus_rufus
