CenterPos,HKU9,Eidolon_helvum,Alternative,ID_Alternative,Query
8820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
8980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9320,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
9340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
9980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10600,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
10620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
10980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11520,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
11540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
11980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12020,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
12040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
12980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13240,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
13260,97,2,1,Rousettus_madagascariensis,Pteropus_rufus
13280,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
13300,90,10,0,Rousettus_madagascariensis,Pteropus_rufus
13320,97,3,0,Rousettus_madagascariensis,Pteropus_rufus
13340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
13980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14220,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
14240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14260,98,2,0,Rousettus_madagascariensis,Pteropus_rufus
14280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14320,99,1,0,Rousettus_madagascariensis,Pteropus_rufus
14340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14800,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
14820,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
14840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
14980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15060,98,1,1,Rousettus_madagascariensis,Pteropus_rufus
15080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15580,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
15600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15960,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
15980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16000,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16040,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16460,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16480,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16500,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16520,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16540,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16560,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16580,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16600,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16620,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16640,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16660,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16680,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16700,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16720,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16740,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16760,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16780,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16800,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16820,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16840,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16860,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16880,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16900,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16920,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16940,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
16960,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
16980,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17000,99,0,1,Rousettus_madagascariensis,Pteropus_rufus
17020,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17040,98,0,2,Rousettus_madagascariensis,Pteropus_rufus
17060,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17080,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17100,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17120,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17140,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17160,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17180,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17200,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17220,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17240,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17260,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17280,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17300,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17320,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17340,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17360,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17380,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17400,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17420,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17440,100,0,0,Rousettus_madagascariensis,Pteropus_rufus
17460,96,0,4,Rousettus_madagascariensis,Pteropus_rufus
17480,96,0,4,Rousettus_madagascariensis,Pteropus_rufus
17500,95,1,4,Rousettus_madagascariensis,Pteropus_rufus
17520,89,1,10,Rousettus_madagascariensis,Pteropus_rufus
